,0,1,2,>2
0,0,0,0,28
1,0,0,0,28
2,0,0,0,28
3,0,0,0,28
4,0,0,0,28
5,0,0,0,28
6,0,0,0,28
7,0,0,0,28
8,0,0,0,28
9,0,0,0,28
10,0,0,0,28
11,0,0,0,29
12,0,0,0,29
13,0,0,0,29
14,0,0,0,29
15,0,0,0,28
16,0,0,0,16
17,0,0,0,28
18,0,0,0,27
19,0,0,0,27
20,0,0,0,28
21,0,0,0,28
22,0,0,0,29
23,0,0,0,29
24,0,0,0,29
25,0,0,0,29
26,0,0,0,29
27,0,0,0,28
28,0,0,0,29
29,0,0,0,27
30,0,0,0,28
31,0,0,0,29
32,0,0,0,28
33,0,0,0,28
34,0,0,0,29
35,0,0,0,27
36,0,0,0,29
37,0,0,0,28
38,0,0,0,29
39,0,0,0,28
40,0,0,0,28
41,0,0,0,28
42,0,0,0,29
43,0,0,0,28
44,0,0,0,28
45,0,0,0,28
46,0,0,0,28
47,0,0,0,28
48,0,0,0,29
49,0,0,0,29
50,0,0,0,29
51,0,0,0,29
52,0,0,0,28
53,0,0,0,29
54,0,0,0,29
55,0,0,0,29
56,0,0,0,28
57,0,0,0,28
58,0,0,0,28
59,0,0,0,29
60,0,0,0,29
61,0,0,0,28
62,0,0,0,29
63,0,0,0,29
64,0,0,0,29
65,0,0,0,29
66,0,0,0,29
67,0,0,0,29
68,0,0,0,28
69,0,0,0,28
70,0,0,0,28
71,0,0,0,28
72,0,0,0,28
73,0,0,0,28
74,0,0,0,29
75,0,0,0,29
76,0,0,0,28
77,0,0,0,29
78,0,0,0,10
79,0,0,0,11
80,0,0,0,11
81,0,0,0,11
82,0,0,0,11
83,0,0,0,11
84,0,0,0,11
85,0,0,0,11
86,0,0,0,11
87,0,0,0,11
88,0,0,0,11
89,0,0,0,11
90,0,0,0,11
91,0,0,0,11
92,0,0,0,11
93,0,0,0,11
94,0,0,0,11
95,0,0,0,11
96,0,0,0,11
97,0,0,0,11
98,0,0,0,11
99,0,0,0,11
100,0,0,0,11
101,0,0,0,11
102,0,0,0,11
103,0,0,0,11
104,0,0,0,11
105,0,0,0,11
106,0,0,0,11
107,0,0,0,11
108,0,0,0,11
109,0,0,0,11
110,0,0,0,11
111,0,0,0,11
112,0,0,0,11
113,0,0,0,11
114,0,0,0,11
115,0,0,0,11
116,0,0,0,11
117,0,0,0,11
118,0,0,0,11
119,0,0,0,11
120,0,0,0,11
121,0,0,0,11
122,0,0,0,11
123,0,0,0,11
124,0,0,0,11
125,0,0,0,11
126,0,0,0,11
127,0,0,0,11
128,0,0,0,11
129,0,0,0,11
130,0,0,0,11
131,0,0,0,11
132,0,0,0,11
133,0,0,0,11
134,0,0,0,11
135,0,0,0,11
136,0,0,0,11
137,0,0,0,11
138,0,0,0,11
139,0,0,0,11
140,0,0,0,11
141,0,0,0,11
142,0,0,0,11
143,0,0,0,11
144,0,0,0,11
145,0,0,0,11
146,0,0,0,11
147,0,0,0,11
148,0,0,0,11
149,0,0,0,11
150,0,0,0,11
151,0,0,0,11
152,0,0,0,11
153,0,0,0,11
154,0,0,0,11
155,0,0,0,11
156,0,0,0,11
157,0,0,0,11
158,0,0,0,11
159,0,0,0,11
160,0,0,0,11
161,0,0,0,11
162,0,0,0,11
163,0,0,0,11
164,0,0,0,11
165,0,0,0,11
166,0,0,0,11
167,0,0,0,7
168,0,0,0,11
169,0,0,0,11
170,0,0,0,11
171,0,0,0,10
172,0,0,0,11
173,0,0,0,11
174,0,0,0,11
175,0,0,0,11
176,0,0,0,11
177,0,0,0,11
178,0,0,0,11
179,0,0,0,11
180,0,0,0,11
181,0,0,0,11
182,0,0,0,11
183,0,0,0,11
184,0,0,0,11
185,0,0,0,11
186,0,0,0,27
187,0,0,0,28
188,0,0,0,28
189,0,0,0,28
190,0,0,0,28
191,0,0,0,28
192,0,0,0,29
193,0,0,0,29
194,0,0,0,28
195,0,0,0,29
196,0,0,0,28
197,0,0,0,28
198,0,0,0,28
199,0,0,0,29
200,0,0,0,28
201,0,0,0,28
202,0,0,0,28
203,0,0,0,28
204,0,0,0,28
205,0,0,0,29
206,0,0,0,28
207,0,0,0,28
208,0,0,0,27
209,0,0,0,28
210,0,0,0,28
211,0,0,0,28
212,0,0,0,28
213,0,0,0,28
214,0,0,0,28
215,0,0,0,29
216,0,0,0,29
217,0,0,0,29
218,0,0,0,29
219,0,0,0,29
220,0,0,0,29
221,0,0,0,29
222,0,0,0,26
223,0,0,0,24
224,0,0,0,28
225,0,0,0,28
226,0,0,0,29
227,0,0,0,29
228,0,0,0,29
229,0,0,0,29
230,0,0,0,29
231,0,0,0,29
232,0,0,0,29
233,0,0,0,29
234,0,0,0,29
235,0,0,0,29
236,0,0,0,29
237,0,0,0,28
238,0,0,0,28
239,0,0,0,29
240,0,0,0,29
241,0,0,0,29
242,0,0,0,28
243,0,0,0,28
244,0,0,0,28
245,0,0,0,29
246,0,0,0,28
247,0,0,0,28
248,0,0,0,28
249,0,0,0,29
250,0,0,0,28
251,0,0,0,28
252,0,0,0,29
253,0,0,0,29
254,0,0,0,28
255,0,0,0,29
256,0,0,0,28
257,0,0,0,29
258,0,0,0,28
259,0,0,0,29
260,0,0,0,29
261,0,0,0,28
262,0,0,0,28
263,0,0,0,28
264,0,0,0,29
265,0,0,0,28
266,0,0,0,28
267,0,0,0,29
268,0,0,0,28
269,0,0,0,29
270,0,0,0,29
271,0,0,0,29
272,0,0,0,29
273,0,0,0,29
274,0,0,0,28
275,0,0,0,29
276,0,0,0,29
277,0,0,0,29
278,0,0,0,29
279,0,0,0,28
280,0,0,0,29
281,0,0,0,28
282,0,0,0,28
283,0,0,0,28
284,0,0,0,28
285,0,0,0,28
286,0,0,0,29
287,0,0,0,28
288,0,0,0,28
289,0,0,0,28
290,0,0,0,28
291,0,0,0,28
292,0,0,0,28
293,0,0,0,29
294,0,0,0,28
295,0,0,0,29
296,0,0,0,29
297,0,0,0,28
298,0,0,0,28
299,0,0,0,28
300,0,0,0,28
301,0,0,0,28
302,0,0,0,28
303,0,0,0,28
304,0,0,0,28
305,0,0,0,28
306,0,0,0,29
307,0,0,0,28
308,0,0,0,28
309,0,0,0,29
310,0,0,0,28
311,0,0,0,28
312,0,0,0,28
313,0,0,0,28
314,0,0,0,29
315,0,0,0,29
316,0,0,0,28
317,0,0,0,28
318,0,0,0,29
319,0,0,0,29
320,0,0,0,28
321,0,0,0,28
322,0,0,0,28
323,0,0,0,29
324,0,0,0,28
325,0,0,0,28
326,0,0,0,28
327,0,0,0,28
328,0,0,0,28
329,0,0,0,29
330,0,0,0,29
331,0,0,0,29
332,0,0,0,28
333,0,0,0,28
334,0,0,0,28
335,0,0,0,28
336,0,0,0,29
337,0,0,0,28
338,0,0,0,28
339,0,0,0,29
340,0,0,0,29
341,0,0,0,28
342,0,0,0,28
343,0,0,0,28
344,0,0,0,28
345,0,0,0,28
346,0,0,0,29
347,0,0,0,28
348,0,0,0,29
349,0,0,0,28
350,0,0,0,28
351,0,0,0,28
352,0,0,0,28
353,0,0,0,28
354,0,0,0,28
355,0,0,0,28
356,0,0,0,28
357,0,0,0,28
358,0,0,0,28
359,0,0,0,29
360,0,0,0,29
361,0,0,0,28
362,0,0,0,29
363,0,0,0,29
364,0,0,0,29
365,0,0,0,29
366,0,0,0,28
367,0,0,0,28
368,0,0,0,28
369,0,0,0,28
370,0,0,0,28
371,0,0,0,28
372,0,0,0,28
373,0,0,0,28
374,0,0,0,29
375,0,0,0,28
376,0,0,0,28
377,0,0,0,28
378,0,0,0,28
379,0,0,0,29
380,0,0,0,29
381,0,0,0,28
382,0,0,0,28
383,0,0,0,28
384,0,0,0,28
385,0,0,0,28
386,0,0,0,28
387,0,0,0,28
388,0,0,0,29
389,0,0,0,28
390,0,0,0,28
391,0,0,0,28
392,0,0,0,28
393,0,0,0,28
394,0,0,0,28
395,0,0,0,28
396,0,0,0,28
397,0,0,0,28
398,0,0,0,28
399,0,0,0,28
400,0,0,0,28
401,0,0,0,28
402,0,0,0,29
403,0,0,0,29
404,0,0,0,28
405,0,0,0,28
406,0,0,0,28
407,0,0,0,28
408,0,0,0,28
409,0,0,0,28
410,0,0,0,28
411,0,0,0,28
412,0,0,0,28
413,0,0,0,28
414,0,0,0,29
415,0,0,0,28
416,0,0,0,28
417,0,0,0,28
418,0,0,0,29
419,0,0,0,28
420,0,0,0,29
421,0,0,0,28
422,0,0,0,28
423,0,0,0,28
424,0,0,0,28
425,0,0,0,28
426,0,0,0,29
427,0,0,0,28
428,0,0,0,28
429,0,0,0,28
430,0,0,0,28
431,0,0,0,29
432,0,0,0,28
433,0,0,0,28
434,0,0,0,29
435,0,0,0,29
436,0,0,0,29
437,0,0,0,28
438,0,0,0,28
439,0,0,0,28
440,0,0,0,28
441,0,0,0,29
442,0,0,0,28
443,0,0,0,29
444,0,0,0,29
445,0,0,0,29
446,0,0,0,29
447,0,0,0,28
448,0,0,0,28
449,0,0,0,28
450,0,0,0,29
451,0,0,0,28
452,0,0,0,29
453,0,0,0,28
454,0,0,0,29
455,0,0,0,29
456,0,0,0,29
457,0,0,0,28
458,0,0,0,28
459,0,0,0,29
460,0,0,0,29
461,0,0,0,29
462,0,0,0,28
463,0,0,0,29
464,0,0,0,28
465,0,0,0,28
466,0,0,0,28
467,0,0,0,28
468,0,0,0,28
469,0,0,0,28
470,0,0,0,28
471,0,0,0,28
472,0,0,0,29
473,0,0,0,28
474,0,0,0,28
475,0,0,0,28
476,0,0,0,28
477,0,0,0,28
478,0,0,0,28
479,0,0,0,29
480,0,0,0,28
481,0,0,0,29
482,0,0,0,29
483,0,0,0,28
484,0,0,0,28
485,0,0,0,28
486,0,0,0,28
487,0,0,0,29
488,0,0,0,29
489,0,0,0,28
490,0,0,0,29
491,0,0,0,28
492,0,0,0,28
493,0,0,0,28
494,0,0,0,28
495,0,0,0,28
496,0,0,0,28
497,0,0,0,28
498,0,0,0,28
499,0,0,0,28
500,0,0,0,28
501,0,0,0,28
502,0,0,0,28
503,0,0,0,28
504,0,0,0,28
505,0,0,0,28
506,0,0,0,28
507,0,0,0,28
508,0,0,0,28
509,0,0,0,28
510,0,0,0,28
511,0,0,0,29
512,0,0,0,28
513,0,0,0,28
514,0,0,0,29
515,0,0,0,28
516,0,0,0,28
517,0,0,0,28
518,0,0,0,29
519,0,0,0,28
520,0,0,0,28
521,0,0,0,28
522,0,0,0,28
523,0,0,0,29
524,0,0,0,28
525,0,0,0,29
526,0,0,0,29
527,0,0,0,28
528,0,0,0,29
529,0,0,0,29
530,0,0,0,29
531,0,0,0,28
532,0,0,0,29
533,0,0,0,28
534,0,0,0,28
535,0,0,0,29
536,0,0,0,28
537,0,0,0,28
538,0,0,0,28
539,0,0,0,28
540,0,0,0,28
541,0,0,0,29
542,0,0,0,28
543,0,0,0,29
544,0,0,0,28
545,0,0,0,28
546,0,0,0,28
547,0,0,0,28
548,0,0,0,29
549,0,0,0,28
550,0,0,0,29
551,0,0,0,29
552,0,0,0,28
553,0,0,0,28
554,0,0,0,28
555,0,0,0,28
556,0,0,0,28
557,0,0,0,28
558,0,0,0,29
559,0,0,0,29
560,0,0,0,28
561,0,0,0,28
562,0,0,0,29
563,0,0,0,28
564,0,0,0,28
565,0,0,0,28
566,0,0,0,28
567,0,0,0,28
568,0,0,0,28
569,0,0,0,29
570,0,0,0,29
571,0,0,0,28
572,0,0,0,28
573,0,0,0,28
574,0,0,0,29
575,0,0,0,28
576,0,0,0,29
577,0,0,0,28
578,0,0,0,28
579,0,0,0,28
580,0,0,0,28
581,0,0,0,29
582,0,0,0,29
583,0,0,0,28
584,0,0,0,28
585,0,0,0,28
586,0,0,0,28
587,0,0,0,28
588,0,0,0,29
589,0,0,0,28
590,0,0,0,28
591,0,0,0,28
592,0,0,0,28
593,0,0,0,28
594,0,0,0,28
595,0,0,0,29
596,0,0,0,29
597,0,0,0,28
598,0,0,0,28
599,0,0,0,28
600,0,0,0,28
601,0,0,0,28
602,0,0,0,28
603,0,0,0,28
604,0,0,0,29
605,0,0,0,28
606,0,0,0,28
607,0,0,0,29
608,0,0,0,28
609,0,0,0,28
610,0,0,0,29
611,0,0,0,28
612,0,0,0,28
613,0,0,0,28
614,0,0,0,28
615,0,0,0,29
616,0,0,0,28
617,0,0,0,28
618,0,0,0,28
619,0,0,0,28
620,0,0,0,28
621,0,0,0,28
622,0,0,0,28
623,0,0,0,28
624,0,0,0,28
625,0,0,0,28
626,0,0,0,28
627,0,0,0,28
628,0,0,0,29
629,0,0,0,29
630,0,0,0,29
631,0,0,0,28
632,0,0,0,28
633,0,0,0,28
634,0,0,0,28
635,0,0,0,28
636,0,0,0,28
637,0,0,0,28
638,0,0,0,28
639,0,0,0,29
640,0,0,0,28
641,0,0,0,28
642,0,0,0,28
643,0,0,0,28
644,0,0,0,29
645,0,0,0,28
646,0,0,0,28
647,0,0,0,29
648,0,0,0,29
649,0,0,0,28
650,0,0,0,29
651,0,0,0,28
652,0,0,0,29
653,0,0,0,29
654,0,0,0,28
655,0,0,0,29
656,0,0,0,29
657,0,0,0,29
658,0,0,0,28
659,0,0,0,28
660,0,0,0,28
661,0,0,0,29
662,0,0,0,29
663,0,0,0,29
664,0,0,0,29
665,0,0,0,29
666,0,0,0,29
667,0,0,0,28
668,0,0,0,29
669,0,0,0,29
670,0,0,0,29
671,0,0,0,29
672,0,0,0,29
673,0,0,0,29
674,0,0,0,29
675,0,0,0,29
676,0,0,0,29
677,0,0,0,29
678,0,0,0,28
679,0,0,0,29
680,0,0,0,29
681,0,0,0,28
682,0,0,0,29
683,0,0,0,29
684,0,0,0,29
685,0,0,0,28
686,0,0,0,29
687,0,0,0,29
688,0,0,0,28
689,0,0,0,29
690,0,0,0,28
691,0,0,0,29
692,0,0,0,28
693,0,0,0,28
694,0,0,0,29
695,0,0,0,28
696,0,0,0,29
697,0,0,0,29
698,0,0,0,29
699,0,0,0,29
700,0,0,0,28
701,0,0,0,28
702,0,0,0,29
703,0,0,0,28
704,0,0,0,29
705,0,0,0,29
706,0,0,0,29
707,0,0,0,28
708,0,0,0,29
709,0,0,0,28
710,0,0,0,28
711,0,0,0,28
712,0,0,0,29
713,0,0,0,29
714,0,0,0,29
715,0,0,0,29
716,0,0,0,29
717,0,0,0,28
718,0,0,0,28
719,0,0,0,29
720,0,0,0,28
721,0,0,0,28
722,0,0,0,28
723,0,0,0,28
724,0,0,0,28
725,0,0,0,28
726,0,0,0,28
727,0,0,0,28
728,0,0,0,28
729,0,0,0,28
730,0,0,0,29
731,0,0,0,29
732,0,0,0,28
733,0,0,0,28
734,0,0,0,28
735,0,0,0,28
736,0,0,0,28
737,0,0,0,28
738,0,0,0,29
739,0,0,0,29
740,0,0,0,29
741,0,0,0,29
742,0,0,0,29
743,0,0,0,28
744,0,0,0,28
745,0,0,0,28
746,0,0,0,28
747,0,0,0,29
748,0,0,0,28
749,0,0,0,28
750,0,0,0,29
751,0,0,0,28
752,0,0,0,28
753,0,0,0,28
754,0,0,0,28
755,0,0,0,29
756,0,0,0,29
757,0,0,0,28
