,0,1,2,>2
758,0,0,0,28
759,0,0,0,28
760,0,0,0,28
761,0,0,0,29
762,0,0,0,29
763,0,0,0,29
764,0,0,0,29
765,0,0,0,28
766,0,0,0,29
767,0,0,0,28
768,0,0,0,28
769,0,0,0,29
770,0,0,0,28
771,0,0,0,28
772,0,0,0,28
773,0,0,0,28
774,0,0,0,28
775,0,0,0,28
776,0,0,0,28
777,0,0,0,28
778,0,0,0,28
779,0,0,0,29
780,0,0,0,28
781,0,0,0,28
782,0,0,0,29
783,0,0,0,28
784,0,0,0,29
785,0,0,0,29
786,0,0,0,28
787,0,0,0,29
788,0,0,0,28
789,0,0,0,28
790,0,0,0,29
791,0,0,0,29
792,0,0,0,29
793,0,0,0,29
794,0,0,0,28
795,0,0,0,28
796,0,0,0,28
797,0,0,0,28
798,0,0,0,29
799,0,0,0,29
800,0,0,0,29
801,0,0,0,28
802,0,0,0,28
803,0,0,0,28
804,0,0,0,28
805,0,0,0,29
806,0,0,0,29
807,0,0,0,28
808,0,0,0,28
809,0,0,0,28
810,0,0,0,28
811,0,0,0,29
812,0,0,0,28
813,0,0,0,29
814,0,0,0,29
815,0,0,0,29
816,0,0,0,29
817,0,0,0,29
818,0,0,0,28
819,0,0,0,28
820,0,0,0,28
821,0,0,0,28
822,0,0,0,28
823,0,0,0,28
824,0,0,0,28
825,0,0,0,29
826,0,0,0,28
827,0,0,0,28
828,0,0,0,29
829,0,0,0,29
830,0,0,0,28
831,0,0,0,28
832,0,0,0,28
833,0,0,0,28
834,0,0,0,28
835,0,0,0,28
836,0,0,0,29
837,0,0,0,28
838,0,0,0,28
839,0,0,0,28
840,0,0,0,28
841,0,0,0,28
842,0,0,0,29
843,0,0,0,29
844,0,0,0,29
845,0,0,0,28
846,0,0,0,28
847,0,0,0,28
848,0,0,0,28
849,0,0,0,28
850,0,0,0,28
851,0,0,0,28
852,0,0,0,28
853,0,0,0,28
854,0,0,0,29
855,0,0,0,28
856,0,0,0,28
857,0,0,0,28
858,0,0,0,28
859,0,0,0,28
860,0,0,0,29
861,0,0,0,28
862,0,0,0,28
863,0,0,0,29
864,0,0,0,28
865,0,0,0,28
866,0,0,0,29
867,0,0,0,28
868,0,0,0,28
869,0,0,0,29
870,0,0,0,29
871,0,0,0,29
872,0,0,0,29
873,0,0,0,29
874,0,0,0,29
875,0,0,0,28
876,0,0,0,28
877,0,0,0,28
878,0,0,0,29
879,0,0,0,28
880,0,0,0,28
881,0,0,0,29
882,0,0,0,29
883,0,0,0,29
884,0,0,0,29
885,0,0,0,29
886,0,0,0,28
887,0,0,0,29
888,0,0,0,28
889,0,0,0,28
890,0,0,0,28
891,0,0,0,29
892,0,0,0,29
893,0,0,0,28
894,0,0,0,29
895,0,0,0,29
896,0,0,0,29
897,0,0,0,29
898,0,0,0,29
899,0,0,0,29
900,0,0,0,29
901,0,0,0,28
902,0,0,0,29
903,0,0,0,29
904,0,0,0,29
905,0,0,0,29
906,0,0,0,29
907,0,0,0,29
908,0,0,0,29
909,0,0,0,29
910,0,0,0,29
911,0,0,0,29
912,0,0,0,29
913,0,0,0,29
914,0,0,0,28
915,0,0,0,28
916,0,0,0,29
917,0,0,0,29
918,0,0,0,29
919,0,0,0,29
920,0,0,0,29
921,0,0,0,29
922,0,0,0,29
923,0,0,0,29
924,0,0,0,29
925,0,0,0,29
926,0,0,0,29
927,0,0,0,28
928,0,0,0,29
929,0,0,0,29
930,0,0,0,29
931,0,0,0,29
932,0,0,0,29
933,0,0,0,29
934,0,0,0,28
935,0,0,0,28
936,0,0,0,28
937,0,0,0,29
938,0,0,0,28
939,0,0,0,29
940,0,0,0,28
941,0,0,0,28
942,0,0,0,28
943,0,0,0,28
944,0,0,0,28
945,0,0,0,28
946,0,0,0,28
947,0,0,0,28
948,0,0,0,28
949,0,0,0,29
950,0,0,0,28
951,0,0,0,28
952,0,0,0,29
953,0,0,0,28
954,0,0,0,28
955,0,0,0,28
956,0,0,0,28
957,0,0,0,29
958,0,0,0,29
959,0,0,0,29
960,0,0,0,29
961,0,0,0,29
962,0,0,0,29
963,0,0,0,29
964,0,0,0,28
965,0,0,0,28
966,0,0,0,29
967,0,0,0,29
968,0,0,0,29
969,0,0,0,29
970,0,0,0,29
971,0,0,0,29
972,0,0,0,29
973,0,0,0,28
974,0,0,0,28
975,0,0,0,29
976,0,0,0,29
977,0,0,0,29
978,0,0,0,29
979,0,0,0,29
980,0,0,0,29
981,0,0,0,29
982,0,0,0,29
983,0,0,0,28
984,0,0,0,28
985,0,0,0,28
986,0,0,0,28
987,0,0,0,29
988,0,0,0,29
989,0,0,0,29
990,0,0,0,28
991,0,0,0,28
992,0,0,0,28
993,0,0,0,28
994,0,0,0,28
995,0,0,0,28
996,0,0,0,28
997,0,0,0,28
998,0,0,0,28
999,0,0,0,29
1000,0,0,0,28
1001,0,0,0,28
1002,0,0,0,28
1003,0,0,0,28
1004,0,0,0,29
1005,0,0,0,28
1006,0,0,0,28
1007,0,0,0,28
1008,0,0,0,29
1009,0,0,0,28
1010,0,0,0,28
1011,0,0,0,28
1012,0,0,0,29
1013,0,0,0,28
1014,0,0,0,29
1015,0,0,0,28
1016,0,0,0,29
1017,0,0,0,29
1018,0,0,0,28
1019,0,0,0,29
1020,0,0,0,29
1021,0,0,0,29
1022,0,0,0,28
1023,0,0,0,29
1024,0,0,0,29
1025,0,0,0,29
1026,0,0,0,27
1027,0,0,0,13
1028,0,0,0,9
1029,0,0,0,9
1030,0,0,0,29
1031,0,0,0,29
1032,0,0,0,29
1033,0,0,0,29
1034,0,0,0,29
1035,0,0,0,29
1036,0,0,0,29
1037,0,0,0,29
1038,0,0,0,17
1039,0,0,0,28
1040,0,0,0,28
1041,0,0,0,28
1042,0,0,0,28
1043,0,0,0,28
1044,0,0,0,28
1045,0,0,0,28
1046,0,0,0,28
1047,0,0,0,28
1048,0,0,0,28
1049,0,0,0,28
1050,0,0,0,28
1051,0,0,0,28
1052,0,0,0,29
1053,0,0,0,28
1054,0,0,0,29
1055,0,0,0,29
1056,0,0,0,29
1057,0,0,0,29
1058,0,0,0,29
1059,0,0,0,28
1060,0,0,0,27
1061,0,0,0,28
1062,0,0,0,28
1063,0,0,0,28
1064,0,0,0,28
1065,0,0,0,28
1066,0,0,0,29
1067,0,0,0,29
1068,0,0,0,29
1069,0,0,0,29
1070,0,0,0,29
1071,0,0,0,29
1072,0,0,0,29
1073,0,0,0,29
1074,0,0,0,28
1075,0,0,0,28
1076,0,0,0,28
1077,0,0,0,28
1078,0,0,0,29
1079,0,0,0,29
1080,0,0,0,29
1081,0,0,0,29
1082,0,0,0,28
1083,0,0,0,29
1084,0,0,0,29
1085,0,0,0,29
1086,0,0,0,28
1087,0,0,0,28
1088,0,0,0,28
1089,0,0,0,28
1090,0,0,0,28
1091,0,0,0,29
1092,0,0,0,28
1093,0,0,0,28
1094,0,0,0,28
1095,0,0,0,29
1096,0,0,0,28
1097,0,0,0,28
1098,0,0,0,29
1099,0,0,0,28
1100,0,0,0,28
1101,0,0,0,28
1102,0,0,0,28
1103,0,0,0,28
1104,0,0,0,28
1105,0,0,0,28
1106,0,0,0,28
1107,0,0,0,28
1108,0,0,0,28
1109,0,0,0,28
1110,0,0,0,28
1111,0,0,0,28
1112,0,0,0,28
1113,0,0,0,28
1114,0,0,0,28
1115,0,0,0,28
1116,0,0,0,29
1117,0,0,0,29
1118,0,0,0,29
1119,0,0,0,29
1120,0,0,0,29
1121,0,0,0,29
1122,0,0,0,29
1123,0,0,0,29
1124,0,0,0,29
1125,0,0,0,29
1126,0,0,0,29
1127,0,0,0,29
1128,0,0,0,29
1129,0,0,0,29
1130,0,0,0,29
1131,0,0,0,29
1132,0,0,0,29
1133,0,0,0,29
1134,0,0,0,29
1135,0,0,0,29
1136,0,0,0,28
1137,0,0,0,28
1138,0,0,0,28
1139,0,0,0,28
1140,0,0,0,28
1141,0,0,0,28
1142,0,0,0,28
1143,0,0,0,28
1144,0,0,0,28
1145,0,0,0,28
1146,0,0,0,29
1147,0,0,0,29
1148,0,0,0,28
1149,0,0,0,29
1150,0,0,0,29
1151,0,0,0,29
1152,0,0,0,29
1153,0,0,0,29
1154,0,0,0,28
1155,0,0,0,28
1156,0,0,0,28
1157,0,0,0,28
1158,0,0,0,28
1159,0,0,0,28
1160,0,0,0,28
1161,0,0,0,28
1162,0,0,0,28
1163,0,0,0,28
1164,0,0,0,28
1165,0,0,0,28
1166,0,0,0,29
1167,0,0,0,29
1168,0,0,0,28
1169,0,0,0,28
1170,0,0,0,28
1171,0,0,0,28
1172,0,0,0,28
1173,0,0,0,29
1174,0,0,0,29
1175,0,0,0,28
1176,0,0,0,28
1177,0,0,0,25
1178,0,0,0,29
1179,0,0,0,29
1180,0,0,0,29
1181,0,0,0,29
1182,0,0,0,29
1183,0,0,0,29
1184,0,0,0,29
1185,0,0,0,29
1186,0,0,0,29
1187,0,0,0,27
1188,0,0,0,28
1189,0,0,0,29
1190,0,0,0,29
1191,0,0,0,29
1192,0,0,0,29
1193,0,0,0,29
1194,0,0,0,29
1195,0,0,0,29
1196,0,0,0,29
1197,0,0,0,28
1198,0,0,0,29
1199,0,0,0,29
1200,0,0,0,29
1201,0,0,0,29
1202,0,0,0,29
1203,0,0,0,27
1204,0,0,0,27
1205,0,0,0,29
1206,0,0,0,29
1207,0,0,0,9
1208,0,0,0,9
1209,0,0,0,9
1210,0,0,0,9
1211,0,0,0,9
1212,0,0,0,29
1213,0,0,0,29
1214,0,0,0,29
1215,0,0,0,29
1216,0,0,0,9
1217,0,0,0,9
1218,0,0,0,9
1219,0,0,0,29
1220,0,0,0,28
1221,0,0,0,9
1222,0,0,0,9
1223,0,0,0,29
1224,0,0,0,9
1225,0,0,0,9
1226,0,0,0,9
1227,0,0,0,9
1228,0,0,0,9
1229,0,0,0,9
1230,0,0,0,9
1231,0,0,0,28
1232,0,0,0,28
1233,0,0,0,28
1234,0,0,0,29
1235,0,0,0,29
1236,0,0,0,28
1237,0,0,0,25
1238,0,0,0,25
1239,0,0,0,28
1240,0,0,0,28
1241,0,0,0,29
1242,0,0,0,28
1243,0,0,0,29
1244,0,0,0,28
1245,0,0,0,29
1246,0,0,0,29
1247,0,0,0,29
1248,0,0,0,29
1249,0,0,0,28
1250,0,0,0,29
1251,0,0,0,29
1252,0,0,0,29
1253,0,0,0,28
1254,0,0,0,28
1255,0,0,0,28
1256,0,0,0,27
1257,0,0,0,27
1258,0,0,0,28
1259,0,0,0,28
1260,0,0,0,28
1261,0,0,0,28
1262,0,0,0,28
1263,0,0,0,27
1264,0,0,0,28
1265,0,0,0,28
1266,0,0,0,27
1267,0,0,0,26
1268,0,0,0,28
1269,0,0,0,28
1270,0,0,0,27
1271,0,0,0,28
1272,0,0,0,27
1273,0,0,0,28
1274,0,0,0,27
1275,0,0,0,28
1276,0,0,0,28
1277,0,0,0,7
1278,0,0,0,28
1279,0,0,0,28
1280,0,0,0,28
1281,0,0,0,28
1282,0,0,0,29
1283,0,0,0,29
1284,0,0,0,28
1285,0,0,0,29
1286,0,0,0,29
1287,0,0,0,29
1288,0,0,0,29
1289,0,0,0,29
1290,0,0,0,29
1291,0,0,0,29
1292,0,0,0,29
1293,0,0,0,27
1294,0,0,0,28
1295,0,0,0,28
1296,0,0,0,27
1297,0,0,0,24
1298,0,0,0,29
1299,0,0,0,28
1300,0,0,0,29
1301,0,0,0,28
1302,0,0,0,28
1303,0,0,0,27
1304,0,0,0,27
1305,0,0,0,10
1306,0,0,0,11
1307,0,0,0,11
1308,0,0,0,10
1309,0,0,0,10
1310,0,0,0,11
1311,0,0,0,11
1312,0,0,0,11
1313,0,0,0,11
1314,0,0,0,10
1315,0,0,0,11
1316,0,0,0,10
1317,0,0,0,10
1318,0,0,0,11
1319,0,0,0,11
1320,0,0,0,10
1321,0,0,0,11
1322,0,0,0,11
1323,0,0,0,11
1324,0,0,0,29
1325,0,0,0,29
1326,0,0,0,29
1327,0,0,0,29
1328,0,0,0,29
1329,0,0,0,29
1330,0,0,0,29
1331,0,0,0,29
1332,0,0,0,29
1333,0,0,0,20
1334,0,0,0,29
1335,0,0,0,28
1336,0,0,0,29
1337,0,0,0,28
1338,0,0,0,28
1339,0,0,0,29
1340,0,0,0,29
1341,0,0,0,29
1342,0,0,0,28
1343,0,0,0,29
1344,0,0,0,29
1345,0,0,0,29
1346,0,0,0,29
1347,0,0,0,29
1348,0,0,0,28
1349,0,0,0,29
1350,0,0,0,29
1351,0,0,0,29
1352,0,0,0,29
1353,0,0,0,29
1354,0,0,0,29
1355,0,0,0,29
1356,0,0,0,28
1357,0,0,0,29
1358,0,0,0,29
1359,0,0,0,28
1360,0,0,0,28
