length,family,Ufold_precision,Ufold_recall,Ufold_f1,Ufold_precision_shift,Ufold_recall_shift,Ufold_f1_shift,hotknots_precision,hotknots_recall,hotknots_f1,hotknots_precision_shift,hotknots_recall_shift,hotknots_f1_shift,CNNfold_precision,CNNfold_recall,CNNfold_f1,CNNfold_precision_shift,CNNfold_recall_shift,CNNfold_f1_shift,viennaRNA_precision,viennaRNA_recall,viennaRNA_f1,viennaRNA_precision_shift,viennaRNA_recall_shift,viennaRNA_f1_shift,nussinov_precision,nussinov_recall,nussinov_f1,nussinov_precision_shift,nussinov_recall_shift,nussinov_f1_shift,contrafold_precision,contrafold_recall,contrafold_f1,contrafold_precision_shift,contrafold_recall_shift,contrafold_f1_shift,RNA_Unet_precision,RNA_Unet_recall,RNA_Unet_f1,RNA_Unet_precision_shift,RNA_Unet_recall_shift,RNA_Unet_f1_shift
64,tRNA,0.9166666865348816,1.0,0.95652174949646,0.9166666865348816,1.0,0.95652174949646,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666865348816,0.6060606241226196,0.6349206566810608,0.6666666865348816,0.6060606241226196,0.6349206566810608,0.15909090638160706,0.21212121844291687,0.1818181723356247,0.15909090638160706,0.21212121844291687,0.1818181723356247,0.0,0.0,0.0,0.06521739065647125,0.09090909361839294,0.07594937086105347,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909361839294,0.6060606241226196,0.7272728085517883,0.9090909361839294,0.6060606241226196,0.7272728085517883
70,tRNA,0.9722222089767456,1.0,0.98591548204422,0.9722222089767456,1.0,0.98591548204422,0.9666666388511658,0.8285714387893677,0.892307698726654,0.9666666388511658,0.8285714387893677,0.892307698726654,0.875,0.6000000238418579,0.7118644714355469,0.875,0.6000000238418579,0.7118644714355469,0.8055555820465088,0.8285714387893677,0.8169013857841492,0.8055555820465088,0.8285714387893677,0.8169013857841492,0.1875,0.2571428716182709,0.21686746180057526,0.2291666716337204,0.3142857253551483,0.26506027579307556,0.78125,0.7142857313156128,0.7462686896324158,0.78125,0.7142857313156128,0.7462686896324158,1.0,0.9714285731315613,0.9855071902275085,1.0,0.9714285731315613,0.9855071902275085
70,tRNA,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666865348816,0.7368420958518982,0.699999988079071,0.6666666865348816,0.7368420958518982,0.699999988079071,1.0,0.8947368264198303,0.944444477558136,1.0,0.8947368264198303,0.944444477558136,0.44999998807907104,0.4736842215061188,0.4615384340286255,0.550000011920929,0.5789473652839661,0.5641025900840759,0.18518517911434174,0.2631579041481018,0.21739129722118378,0.18518517911434174,0.2631579041481018,0.21739129722118378,0.8235294222831726,0.7368420958518982,0.7777777910232544,0.9411764740943909,0.8421052694320679,0.8888888955116272,0.8947368264198303,0.8947368264198303,0.8947368264198303,1.0,1.0,1.0
70,tRNA,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.760869562625885,0.8536585569381714,0.8045977354049683,0.760869562625885,0.8536585569381714,0.8045977354049683,0.35185185074806213,0.46341463923454285,0.4000000059604645,0.46296295523643494,0.6097561120986938,0.5263157486915588,0.699999988079071,0.8536585569381714,0.769230842590332,0.699999988079071,0.8536585569381714,0.769230842590332,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524
70,tRNA,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.9722222089767456,0.8536585569381714,0.9090909361839294,0.9722222089767456,0.8536585569381714,0.9090909361839294,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.75,0.8048780560493469,0.7764706611633301,0.75,0.8048780560493469,0.7764706611633301,0.4423076808452606,0.5609756112098694,0.49462366104125977,0.48076921701431274,0.6097561120986938,0.5376343727111816,0.75,0.8048780560493469,0.7764706611633301,0.75,0.8048780560493469,0.7764706611633301,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524
71,tRNA,0.9772727489471436,1.0,0.9885057806968689,0.9772727489471436,1.0,0.9885057806968689,0.8333333134651184,0.8139534592628479,0.8235294222831726,0.8333333134651184,0.8139534592628479,0.8235294222831726,0.9772727489471436,1.0,0.9885057806968689,0.9772727489471436,1.0,0.9885057806968689,0.5,0.5813953280448914,0.5376343727111816,0.5,0.5813953280448914,0.5376343727111816,0.1666666716337204,0.20930232107639313,0.18556702136993408,0.1666666716337204,0.20930232107639313,0.18556702136993408,0.7954545617103577,0.8139534592628479,0.8045976758003235,0.7954545617103577,0.8139534592628479,0.8045976758003235,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782
71,tRNA,0.9750000238418579,1.0,0.9873417615890503,0.9750000238418579,1.0,0.9873417615890503,0.5,0.5897436141967773,0.5411764979362488,0.5,0.5897436141967773,0.5411764979362488,0.9750000238418579,1.0,0.9873417615890503,0.9750000238418579,1.0,0.9873417615890503,0.5,0.5897436141967773,0.5411764979362488,0.5,0.5897436141967773,0.5411764979362488,0.4107142984867096,0.5897436141967773,0.4842105805873871,0.4107142984867096,0.5897436141967773,0.4842105805873871,0.46000000834465027,0.5897436141967773,0.516853928565979,0.46000000834465027,0.5897436141967773,0.516853928565979,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692
71,tRNA,0.9750000238418579,1.0,0.9873417615890503,0.9750000238418579,1.0,0.9873417615890503,0.7045454382896423,0.7948718070983887,0.7469879388809204,0.8409090638160706,0.9487179517745972,0.8915662169456482,0.925000011920929,0.9487179517745972,0.9367088675498962,0.9750000238418579,1.0,0.9873417615890503,0.4791666567325592,0.5897436141967773,0.5287356376647949,0.6041666865348816,0.7435897588729858,0.6666666865348816,0.20370370149612427,0.28205129504203796,0.23655913770198822,0.24074074625968933,0.3333333432674408,0.2795698940753937,0.41999998688697815,0.5384615659713745,0.47191011905670166,0.41999998688697815,0.5384615659713745,0.47191011905670166,0.800000011920929,0.8205128312110901,0.8101266026496887,0.949999988079071,0.9743589758872986,0.9620252847671509
71,tRNA,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,0.9318181872367859,1.0,0.9647058844566345,0.9318181872367859,1.0,0.9647058844566345,0.738095223903656,0.7560975551605225,0.7469878792762756,0.738095223903656,0.7560975551605225,0.7469878792762756,0.2678571343421936,0.3658536672592163,0.30927836894989014,0.375,0.5121951103210449,0.4329896867275238,0.976190447807312,1.0,0.9879518151283264,0.976190447807312,1.0,0.9879518151283264,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524
71,tRNA,0.9750000238418579,1.0,0.9873417615890503,0.9750000238418579,1.0,0.9873417615890503,0.41999998688697815,0.5384615659713745,0.47191011905670166,0.5799999833106995,0.7435897588729858,0.651685357093811,0.9285714030265808,1.0,0.9629629254341125,0.9285714030265808,1.0,0.9629629254341125,0.3799999952316284,0.4871794879436493,0.42696624994277954,0.5400000214576721,0.692307710647583,0.6067416071891785,0.09259258955717087,0.12820513546466827,0.10752688348293304,0.1666666716337204,0.23076923191547394,0.19354839622974396,0.41999998688697815,0.5384615659713745,0.47191011905670166,0.5799999833106995,0.7435897588729858,0.651685357093811,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692
