lengths GPU,times w/o post-processing GPU,times for only prediction GPU,times w/o conversion GPU,times total GPU
72,0.0452883243560791,0.0035350322723388,0.2304005622863769,0.2721543312072754
72,0.0479969978332519,0.0035414695739746,0.2295706272125244,0.2740273475646972
72,0.0439364910125732,0.0035285949707031,0.2274234294891357,0.2678322792053222
72,0.0470197200775146,0.0035047531127929,0.2339425086975097,0.2774581909179687
72,0.0462257862091064,0.0035297870635986,0.2320575714111328,0.2747547626495361
72,0.045731782913208,0.0035336017608642,0.2267677783966064,0.2689669132232666
72,0.0474164485931396,0.0035274028778076,0.2296853065490722,0.2735753059387207
72,0.0460960865020751,0.0035252571105957,0.2383596897125244,0.2809314727783203
72,0.0420618057250976,0.0035462379455566,0.2260775566101074,0.2645940780639648
72,0.0464668273925781,0.0035340785980224,0.232562780380249,0.2754964828491211
72,0.0480349063873291,0.0035481452941894,0.2385809421539306,0.2830684185028076
72,0.0483276844024658,0.0039970874786376,0.2327029705047607,0.2770345211029053
72,0.0455842018127441,0.0035336017608642,0.2271668910980224,0.2692182064056396
72,0.0450842380523681,0.0035374164581298,0.2313346862792968,0.2728822231292724
72,0.0443933010101318,0.0035278797149658,0.2274782657623291,0.2683451175689697
72,0.0458042621612548,0.0035521984100341,0.2443101406097412,0.2865631580352783
72,0.0480241775512695,0.0035247802734375,0.2310538291931152,0.2755544185638428
72,0.0491619110107421,0.0035202503204345,0.2307970523834228,0.2764396667480469
72,0.048098087310791,0.0035758018493652,0.2316000461578369,0.2761235237121582
72,0.0440223217010498,0.0035319328308105,0.2272274494171142,0.2677185535430908
72,0.0467176437377929,0.0035247802734375,0.2317116260528564,0.2749052047729492
72,0.0470848083496093,0.0035722255706787,0.2324476242065429,0.27596116065979
72,0.0442266464233398,0.0035927295684814,0.2315289974212646,0.2721636295318603
72,0.0456974506378173,0.0035402774810791,0.2326531410217285,0.2748110294342041
72,0.0460126399993896,0.0035269260406494,0.2352864742279052,0.2777729034423828
72,0.0466601848602294,0.0035212039947509,0.2280104160308838,0.2711498737335205
72,0.0438649654388427,0.0035297870635986,0.2276432514190673,0.2679791450500488
72,0.0408418178558349,0.0035321712493896,0.2265264987945556,0.2638370990753174
72,0.0466034412384033,0.0035386085510253,0.2305431365966797,0.2736086845397949
72,0.0466852188110351,0.0035383701324462,0.2363893985748291,0.2795369625091553
72,0.0457129478454589,0.0037403106689453,0.2358686923980713,0.2778420448303222
72,0.0451297760009765,0.0035359859466552,0.2274351119995117,0.2690296173095703
72,0.04716157913208,0.0035371780395507,0.2293126583099365,0.272937536239624
72,0.0477285385131835,0.0035324096679687,0.2358076572418213,0.2800047397613525
72,0.0432336330413818,0.0035223960876464,0.2245450019836425,0.2642567157745361
72,0.0466058254241943,0.0035438537597656,0.2283101081848144,0.2713727951049804
72,0.0463318824768066,0.0038256645202636,0.232283353805542,0.2747902870178222
72,0.045447826385498,0.0035405158996582,0.23228120803833,0.2741894721984863
72,0.0475111007690429,0.003528356552124,0.232642650604248,0.2766263484954834
72,0.0480084419250488,0.0035364627838134,0.2314920425415039,0.2759647369384765
72,0.0462112426757812,0.0035228729248046,0.2333254814147949,0.2760143280029297
72,0.0459952354431152,0.0040247440338134,0.2289884090423584,0.2709593772888183
72,0.0481982231140136,0.0035250186920166,0.231217622756958,0.2758915424346924
72,0.0465805530548095,0.0035381317138671,0.2263383865356445,0.2693815231323242
72,0.0460321903228759,0.0035367012023925,0.2287468910217285,0.2712430953979492
72,0.0459911823272705,0.0035381317138671,0.2293486595153808,0.2718024253845215
72,0.0452196598052978,0.0035188198089599,0.2301175594329834,0.2718193531036377
72,0.0459895133972168,0.0035381317138671,0.2299268245697021,0.2723791599273681
72,0.048192024230957,0.0035333633422851,0.2288470268249511,0.2735064029693603
72,0.0474483966827392,0.0037293434143066,0.2324116230010986,0.2761313915252685
72,0.045889139175415,0.0035250186920166,0.2328453063964843,0.2752103805541992
72,0.0298984050750732,0.0035235881805419,0.2410645484924316,0.2674405574798584
72,0.0461924076080322,0.0035233497619628,0.2292752265930175,0.2719449996948242
72,0.0406615734100341,0.0035009384155273,0.2236397266387939,0.2608013153076172
72,0.0473718643188476,0.0035398006439208,0.23317551612854,0.2770082950592041
72,0.044776439666748,0.0038559436798095,0.2279622554779052,0.268883466720581
72,0.0482027530670166,0.0038504600524902,0.2318801879882812,0.276233434677124
72,0.046830415725708,0.0035338401794433,0.2298245429992675,0.2731218338012695
72,0.0430998802185058,0.0035328865051269,0.2257444858551025,0.2653126716613769
72,0.0434153079986572,0.0035209655761718,0.230520486831665,0.2704155445098877
72,0.0442242622375488,0.0035278797149658,0.2261834144592285,0.266880989074707
72,0.0466322898864746,0.003525972366333,0.2310168743133545,0.2741241455078125
72,0.0492799282073974,0.0035383701324462,0.2298395633697509,0.2755823135375976
72,0.0455634593963623,0.0035300254821777,0.230010986328125,0.2720451354980469
73,0.0458931922912597,0.0035529136657714,0.2336347103118896,0.2759759426116943
73,0.0476832389831543,0.0035667419433593,0.238330602645874,0.2824478149414062
73,0.0480339527130126,0.0035345554351806,0.2348809242248535,0.2793807983398437
73,0.0482997894287109,0.0035305023193359,0.2389378547668457,0.283707857131958
73,0.0484859943389892,0.0035400390625,0.2430794239044189,0.2880263328552246
73,0.0473952293395996,0.0035150051116943,0.2342672348022461,0.2781484127044678
73,0.0475580692291259,0.0035204887390136,0.2353379726409912,0.2793762683868408
73,0.0470900535583496,0.0035383701324462,0.2343974113464355,0.2779502868652344
73,0.0469231605529785,0.003533124923706,0.2353901863098144,0.2787811756134033
73,0.0478527545928955,0.0035450458526611,0.2382481098175048,0.2825565338134765
73,0.0466566085815429,0.0035302639007568,0.2354693412780761,0.2785966396331787
73,0.0501282215118408,0.0035159587860107,0.2432224750518798,0.2898359298706054
73,0.046060562133789,0.0035359859466552,0.2305166721343994,0.2730422019958496
73,0.0482387542724609,0.003528356552124,0.2396397590637207,0.284351110458374
73,0.0477597713470459,0.0038609504699707,0.2446749210357666,0.2885746955871582
73,0.0456986427307128,0.0036695003509521,0.231201171875,0.273231029510498
73,0.045865774154663,0.0035295486450195,0.2333624362945556,0.2756996154785156
73,0.0423285961151123,0.0035305023193359,0.2296681404113769,0.2684671878814697
73,0.0488889217376709,0.0035197734832763,0.240535020828247,0.285905122756958
73,0.0468547344207763,0.0035381317138671,0.2358958721160888,0.2792134284973144
73,0.0465602874755859,0.003535509109497,0.2355043888092041,0.2785303592681885
73,0.0459153652191162,0.0035271644592285,0.2365882396697998,0.2789773941040039
73,0.0445573329925537,0.0035262107849121,0.2365176677703857,0.2775495052337646
73,0.047778844833374,0.0035369396209716,0.2388877868652343,0.283130407333374
73,0.0462758541107177,0.0038557052612304,0.2353866100311279,0.2778074741363525
73,0.0465314388275146,0.0035276412963867,0.2342159748077392,0.2772204875946045
73,0.0488693714141845,0.0035338401794433,0.2448184490203857,0.2901544570922851
73,0.0470502376556396,0.003525972366333,0.2359535694122314,0.2794785499572754
73,0.0460541248321533,0.0035402774810791,0.2384994029998779,0.2810142040252685
73,0.0478045940399169,0.0035343170166015,0.2382640838623047,0.2825353145599365
73,0.0486199855804443,0.0035376548767089,0.237074613571167,0.2821576595306396
73,0.0481393337249755,0.0035274028778076,0.2432806491851806,0.2878932952880859
73,0.044753074645996,0.0035276412963867,0.2322170734405517,0.2734432220458984
73,0.0478765964508056,0.003528356552124,0.2347378730773925,0.2790870666503906
73,0.0451514720916748,0.0035285949707031,0.2341907024383545,0.2758145332336426
73,0.0466828346252441,0.0035257339477539,0.236293077468872,0.2794511318206787
73,0.0473272800445556,0.0035388469696044,0.2365169525146484,0.280306339263916
73,0.0472054481506347,0.0035438537597656,0.2359027862548828,0.2795653343200683
73,0.0461959838867187,0.0035393238067626,0.2380976676940918,0.2807555198669433
73,0.0467391014099121,0.0035295486450195,0.2362627983093261,0.2794733047485351
73,0.0470759868621826,0.0035235881805419,0.2326443195343017,0.2761979103088379
73,0.0438857078552246,0.003528356552124,0.2324168682098388,0.2727751731872558
73,0.0469670295715332,0.0035417079925537,0.2375025749206543,0.2809290885925293
73,0.045408010482788,0.003727912902832,0.2386105060577392,0.2802917957305908
73,0.045438528060913,0.0035340785980224,0.2367634773254394,0.2786688804626465
73,0.0455436706542968,0.0035474300384521,0.2336235046386718,0.275620698928833
73,0.045830488204956,0.0035405158996582,0.2342219352722168,0.2765176296234131
73,0.0448451042175293,0.0035412311553955,0.2375667095184326,0.2788712978363037
73,0.0452356338500976,0.0035395622253417,0.2324309349060058,0.2741279602050781
73,0.0475335121154785,0.0035252571105957,0.2397992610931396,0.2838084697723388
73,0.0450258255004882,0.0035419464111328,0.2348151206970214,0.2762994766235351
73,0.0455324649810791,0.0035243034362792,0.234473705291748,0.2764828205108642
73,0.0469744205474853,0.0035336017608642,0.2327044010162353,0.2761459350585937
73,0.0464749336242675,0.0035500526428222,0.2355375289916992,0.2784633636474609
73,0.0476462841033935,0.0035309791564941,0.2342114448547363,0.2783277034759521
73,0.0466954708099365,0.0035309791564941,0.2333860397338867,0.2765514850616455
73,0.0473885536193847,0.0035324096679687,0.2340550422668457,0.2779121398925781
73,0.0453758239746093,0.003537893295288,0.234025239944458,0.2758638858795166
73,0.0466907024383544,0.0035462379455566,0.2366139888763427,0.2797591686248779
73,0.0463004112243652,0.0035822391510009,0.2358922958374023,0.2786111831665039
73,0.0466706752777099,0.0035231113433837,0.2319481372833252,0.2750966548919678
73,0.0480906963348388,0.0035357475280761,0.2357454299926757,0.2803013324737549
73,0.0464124679565429,0.0035269260406494,0.2367463111877441,0.2796328067779541
73,0.046938419342041,0.0035202503204345,0.2347993850708007,0.2782185077667236
73,0.0479776859283447,0.0035262107849121,0.2350327968597412,0.2794849872589111
73,0.0477535724639892,0.0035281181335449,0.2378649711608886,0.2820916175842285
73,0.0412797927856445,0.003533124923706,0.2345666885375976,0.2723143100738525
73,0.0479166507720947,0.0035247802734375,0.2355575561523437,0.2799503803253174
73,0.0478744506835937,0.0035567283630371,0.2467403411865234,0.2910590171813965
73,0.0451807975769043,0.0035290718078613,0.2312099933624267,0.2728621959686279
73,0.0465669631958007,0.0036125183105468,0.2349486351013183,0.2779040336608886
73,0.0468828678131103,0.0035274028778076,0.2368605136871338,0.2802169322967529
73,0.0443794727325439,0.0035414695739746,0.227919340133667,0.2687582969665527
73,0.0475513935089111,0.0035362243652343,0.2370352745056152,0.2810513973236084
73,0.046616792678833,0.0035409927368164,0.2352256774902343,0.2783021926879883
73,0.0462815761566162,0.003549575805664,0.2362596988677978,0.2789924144744873
73,0.0484514236450195,0.0035343170166015,0.2442114353179931,0.2891290187835693
73,0.0474553108215332,0.0035262107849121,0.2336866855621338,0.2776169776916504
73,0.0465056896209716,0.003528356552124,0.2347974777221679,0.277775764465332
73,0.0475707054138183,0.0035450458526611,0.2369234561920166,0.2809498310089111
73,0.0464522838592529,0.0035209655761718,0.2328870296478271,0.2758190631866455
73,0.0449793338775634,0.0035326480865478,0.2342865467071533,0.2757339477539062
73,0.0461039543151855,0.0040667057037353,0.2292256355285644,0.2712635993957519
73,0.0497000217437744,0.0049903392791748,0.2485604286193847,0.2932713031768799
73,0.047098159790039,0.0035381317138671,0.2390530109405517,0.28261399269104
73,0.0495998859405517,0.0035350322723388,0.2391669750213623,0.2852325439453125
73,0.0460786819458007,0.0035514831542968,0.2327768802642822,0.2753047943115234
73,0.0419287681579589,0.0035409927368164,0.2299284934997558,0.2683169841766357
73,0.0439577102661132,0.0035343170166015,0.2300291061401367,0.2704532146453857
73,0.0474903583526611,0.0035383701324462,0.2377557754516601,0.2817084789276123
73,0.0449302196502685,0.003530740737915,0.2316992282867431,0.2730996608734131
73,0.0475993156433105,0.0035419464111328,0.2384309768676757,0.282489538192749
73,0.0466799736022949,0.003542423248291,0.2344870567321777,0.277625560760498
73,0.047264814376831,0.0035290718078613,0.2435657978057861,0.2873024940490722
73,0.0478079319000244,0.0035390853881835,0.2332465648651123,0.2775163650512695
73,0.047248363494873,0.0035650730133056,0.2368245124816894,0.2805089950561523
73,0.0482504367828369,0.0035393238067626,0.2387099266052246,0.2834219932556152
73,0.0468416213989257,0.0035336017608642,0.2363169193267822,0.279625654220581
73,0.0466973781585693,0.0035274028778076,0.2344503402709961,0.2776212692260742
73,0.0461461544036865,0.0035252571105957,0.2337322235107422,0.2763538360595703
73,0.0459065437316894,0.0035278797149658,0.2324631214141845,0.2748429775238037
73,0.0475845336914062,0.0035195350646972,0.2348244190216064,0.2788901329040527
73,0.0472667217254638,0.0035183429718017,0.238893985748291,0.2826433181762695
73,0.0474750995635986,0.0035388469696044,0.2375352382659912,0.2814722061157226
73,0.048943281173706,0.0035178661346435,0.2408833503723144,0.2863094806671142
73,0.0455927848815918,0.0035235881805419,0.2389495372772216,0.281019926071167
73,0.0473890304565429,0.003575325012207,0.2418489456176757,0.2856647968292236
73,0.0461325645446777,0.0038728713989257,0.2346775531768798,0.2769384384155273
73,0.0456259250640869,0.0035357475280761,0.2313525676727295,0.2734436988830566
73,0.0481860637664794,0.0035340785980224,0.2385926246643066,0.2832455635070801
73,0.0474410057067871,0.0035252571105957,0.2405145168304443,0.284430980682373
73,0.0460045337677001,0.0035383701324462,0.2322771549224853,0.2747442722320556
73,0.0479495525360107,0.0035419464111328,0.2383568286895752,0.2827651500701904
73,0.0472774505615234,0.0035254955291748,0.2383818626403808,0.2821347713470459
73,0.0469021797180175,0.0035400390625,0.2368757724761963,0.2802388668060303
73,0.0472128391265869,0.0035235881805419,0.2363045215606689,0.2799947261810303
73,0.0445578098297119,0.0035324096679687,0.2317492961883545,0.272775650024414
73,0.0447750091552734,0.0035302639007568,0.2326786518096923,0.2739243507385254
73,0.0480163097381591,0.0035068988800048,0.2430822849273681,0.2875928878784179
73,0.0456709861755371,0.0035219192504882,0.2338628768920898,0.2760131359100342
73,0.0458061695098876,0.0037248134613037,0.2390224933624267,0.2811048030853271
73,0.0473341941833496,0.0035202503204345,0.2352147102355957,0.2790296077728271
73,0.0450413227081298,0.0035407543182373,0.2328143119812011,0.2743160724639892
73,0.046393871307373,0.0035336017608642,0.2365272045135498,0.2793881893157959
73,0.0465226173400878,0.0035390853881835,0.230769395828247,0.2737538814544678
73,0.0459582805633544,0.0035207271575927,0.2359504699707031,0.2783889770507812
73,0.0426902770996093,0.003530740737915,0.2338840961456298,0.2730448246002197
73,0.0472300052642822,0.0035474300384521,0.2350308895111084,0.2787144184112549
73,0.0465719699859619,0.0035274028778076,0.2365686893463134,0.2796144485473633
73,0.0465538501739501,0.0035533905029296,0.2357432842254638,0.2787446975708008
73,0.0480539798736572,0.003551959991455,0.2345697879791259,0.2790727615356445
73,0.0472762584686279,0.0035319328308105,0.2345268726348877,0.2782719135284424
73,0.044022798538208,0.0035457611083984,0.2305896282196045,0.2710673809051513
73,0.0477886199951171,0.0039193630218505,0.2320239543914795,0.2758939266204834
73,0.046809434890747,0.0035243034362792,0.237067699432373,0.2803540229797363
73,0.0474014282226562,0.0035254955291748,0.2374730110168457,0.2813501358032226
73,0.0458016395568847,0.0035240650177001,0.2356336116790771,0.2779123783111572
73,0.0439610481262207,0.0035309791564941,0.2327783107757568,0.2732095718383789
73,0.0459434986114501,0.0035097599029541,0.2372825145721435,0.2797169685363769
73,0.0492684841156005,0.003533124923706,0.2397799491882324,0.2855160236358642
73,0.0475356578826904,0.0035171508789062,0.2336363792419433,0.2776556015014648
73,0.0472598075866699,0.0035157203674316,0.2364501953125,0.2801952362060547
73,0.0459170341491699,0.0035240650177001,0.2326095104217529,0.2750029563903808
73,0.0433490276336669,0.0035181045532226,0.2315056324005127,0.2713375091552734
73,0.0460207462310791,0.0035266876220703,0.2348833084106445,0.2773785591125488
73,0.0453174114227294,0.0035319328308105,0.2333667278289795,0.2751529216766357
73,0.0464799404144287,0.0035388469696044,0.2332267761230468,0.2761688232421875
73,0.0470376014709472,0.0035274028778076,0.2375087738037109,0.2810196876525879
74,0.0471465587615966,0.0035710334777832,0.2376742362976074,0.2812507152557373
74,0.0473787784576416,0.0035362243652343,0.2417335510253906,0.285576581954956
74,0.0474331378936767,0.0035376548767089,0.2399134635925293,0.2838096618652344
74,0.0451893806457519,0.0035254955291748,0.2394845485687255,0.2811489105224609
74,0.0465466976165771,0.0035314559936523,0.2454869747161865,0.2885029315948486
74,0.0494954586029052,0.003535509109497,0.2458910942077636,0.2918519973754883
74,0.0459072589874267,0.0035350322723388,0.2371284961700439,0.2795014381408691
74,0.0491456985473632,0.0035326480865478,0.2400126457214355,0.2856268882751465
74,0.0446939468383789,0.0035402774810791,0.2365374565124511,0.2776920795440674
74,0.0479857921600341,0.0035231113433837,0.2449212074279785,0.2893853187561035
74,0.0493414402008056,0.0035293102264404,0.2408528327941894,0.286665678024292
74,0.0469555854797363,0.0035333633422851,0.2402384281158447,0.2836613655090332
74,0.0466022491455078,0.0035498142242431,0.2415623664855957,0.2846157550811767
74,0.0471498966217041,0.0035429000854492,0.2370953559875488,0.2807035446166992
74,0.0455684661865234,0.0035252571105957,0.2369918823242187,0.2790360450744629
74,0.0493409633636474,0.0035533905029296,0.2455813884735107,0.2913699150085449
74,0.0467023849487304,0.0035326480865478,0.2464697360992431,0.2896404266357422
74,0.0456621646881103,0.0035252571105957,0.2341744899749755,0.2763123512268066
74,0.0473079681396484,0.0035479068756103,0.2365024089813232,0.2802634239196777
74,0.045987844467163,0.0035350322723388,0.2368652820587158,0.2793190479278564
74,0.0468592643737793,0.003533124923706,0.2403175830841064,0.283644437789917
74,0.0505268573760986,0.0035324096679687,0.2455036640167236,0.2924990653991699
74,0.0465238094329834,0.0035285949707031,0.2402873039245605,0.2832832336425781
74,0.0481243133544921,0.0035364627838134,0.2417693138122558,0.2863578796386719
74,0.0494682788848876,0.0035290718078613,0.2434809207916259,0.2894210815429687
74,0.0485916137695312,0.0037782192230224,0.244126558303833,0.2889406681060791
74,0.0499880313873291,0.0035314559936523,0.2430434226989746,0.2895009517669678
74,0.0494186878204345,0.0035417079925537,0.2395780086517334,0.2854559421539306
74,0.0513577461242675,0.0035252571105957,0.248816967010498,0.2966501712799072
74,0.0489013195037841,0.0035240650177001,0.2373876571655273,0.2827653884887695
74,0.0498151779174804,0.0035443305969238,0.2439630031585693,0.2902348041534424
74,0.0485923290252685,0.0035450458526611,0.2438409328460693,0.2888891696929931
74,0.0461761951446533,0.0035388469696044,0.2424094676971435,0.2850480079650879
74,0.050295352935791,0.0035388469696044,0.2448635101318359,0.2916209697723388
74,0.0480985641479492,0.0035388469696044,0.2361702919006347,0.2807307243347168
74,0.0401017665863037,0.0035226345062255,0.2432930469512939,0.2798731327056885
74,0.0467793941497802,0.0035212039947509,0.2424845695495605,0.2857434749603271
74,0.0490279197692871,0.0035209655761718,0.2447030544281005,0.2902109622955322
74,0.0449531078338623,0.0035388469696044,0.2423295974731445,0.2837448120117187
74,0.0500667095184326,0.0035159587860107,0.2489447593688964,0.2954964637756347
74,0.0470058917999267,0.0035297870635986,0.241384744644165,0.2848620414733886
74,0.0469663143157959,0.0035262107849121,0.2400121688842773,0.2834532260894775
74,0.0455455780029296,0.0035300254821777,0.2375648021697998,0.279581069946289
74,0.0461306571960449,0.0035116672515869,0.2360293865203857,0.278649091720581
74,0.046828269958496,0.0035383701324462,0.2384500503540039,0.281740665435791
74,0.0458755493164062,0.0035281181335449,0.2384009361267089,0.2807493209838867
74,0.049424409866333,0.0035285949707031,0.2421283721923828,0.2880251407623291
74,0.0496606826782226,0.0036654472351074,0.2399842739105224,0.2859799861907959
74,0.048004150390625,0.0035243034362792,0.2426848411560058,0.2871656417846679
74,0.0475673675537109,0.0035371780395507,0.2447068691253662,0.2887377738952636
74,0.0450096130371093,0.0035247802734375,0.2374775409698486,0.2789630889892578
