family,length,No post-processing_precision,No post-processing_recall,No post-processing_f1,Only mask_precision,Only mask_recall,Only mask_f1,Argmax_precision,Argmax_recall,Argmax_f1,Blossom w/ self-loops_precision,Blossom w/ self-loops_recall,Blossom w/ self-loops_f1,Blossom_precision,Blossom_recall,Blossom_f1,Mfold_precision,Mfold_recall,Mfold_f1
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9512194991111756,0.9749999642372132,0.949999988079071,0.9268292784690856,0.9382715821266174,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.976190447807312,1.0,0.9879518151283264
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,71,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.93478262424469,1.0,0.966292142868042
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9714285731315612,0.9855071902275084,1.0,1.0,1.0,1.0,0.9714285731315612,0.9855071902275084,1.0,0.9714285731315612,0.9855071902275084,0.824999988079071,0.9428571462631226,0.8799999952316284
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8409090638160706,0.9487179517745972,0.8915662169456482
tRNA,71,1.0,1.0,1.0,1.0,0.9714285731315612,0.9855071902275084,1.0,1.0,1.0,0.9444444179534912,0.9714285731315612,0.95774644613266,1.0,0.9714285731315612,0.9855071902275084,0.875,1.0,0.9333333373069764
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,71,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.93478262424469,1.0,0.966292142868042
tRNA,71,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.8913043737411499,0.9534883499145508,0.9213483333587646
tRNA,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428656578064,0.9473684430122375,0.8999999761581421
tRNA,71,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,0.9729729890823364,0.9863013625144958,0.8333333134651184,0.945945918560028,0.8860759139060974
tRNA,71,0.8974359035491943,0.945945918560028,0.9210525751113892,1.0,0.9189189076423644,0.9577465057373048,0.9736841917037964,1.0,0.9866666793823242,0.9411764740943908,0.8648648858070374,0.9014084339141846,1.0,0.9189189076423644,0.9577465057373048,0.824999988079071,0.8918918967247009,0.8571428656578064
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8541666865348816,1.0,0.92134827375412
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.8409090638160706,0.9487179517745972,0.8915662169456482
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.8809523582458496,0.9487179517745972,0.9135802388191224
tRNA,71,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,0.9729729890823364,0.9863013625144958,0.8409090638160706,1.0,0.9135802388191224
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,71,1.0,1.0,1.0,0.976190447807312,1.0,0.9879518151283264,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,0.976190447807312,1.0,0.9879518151283264,0.931818187236786,1.0,0.9647058844566344
tRNA,71,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,71,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,0.9736841917037964,1.0,0.9866666793823242,1.0,0.9729729890823364,0.9863013625144958,0.8809523582458496,1.0,0.9367088675498962
tRNA,71,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.8541666865348816,0.9534883499145508,0.9010988473892212
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,0.9473684430122375,0.9729729890823364,0.959999978542328,1.0,0.9729729890823364,0.9863013625144958,0.925000011920929,1.0,0.9610390067100524
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.9772727489471436,1.0,0.9885057806968688
tRNA,72,0.8333333134651184,0.8108108043670654,0.8219177722930908,0.7777777910232544,0.7567567825317383,0.767123281955719,0.7749999761581421,0.837837815284729,0.8051947951316833,0.738095223903656,0.837837815284729,0.7848101258277893,0.7777777910232544,0.7567567825317383,0.767123281955719,0.7250000238418579,0.7837837934494019,0.7532467842102051
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8809523582458496,0.9487179517745972,0.9135802388191224
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8478260636329651,1.0,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8863636255264282,0.9512194991111756,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8541666865348816,1.0,0.92134827375412
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8809523582458496,0.9487179517745972,0.9135802388191224
tRNA,72,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,0.9473684430122375,0.9729729890823364,0.959999978542328,1.0,0.9729729890823364,0.9863013625144958,0.9736841917037964,1.0,0.9866666793823242
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.976190447807312,1.0,0.9879518151283264
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8809523582458496,0.9487179517745972,0.9135802388191224
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8913043737411499,1.0,0.9425287246704102
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.976190447807312,1.0,0.9879518151283264
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8863636255264282,0.9512194991111756,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8863636255264282,0.9512194991111756,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.9285714030265808,0.9512194991111756,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8809523582458496,0.9487179517745972,0.9135802388191224
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.925000011920929,0.9487179517745972,0.9367088675498962
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8409090638160706,0.9487179517745972,0.8915662169456482
tRNA,72,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,1.0,1.0,1.0,0.9767441749572754,0.9882352948188782,1.0,0.9767441749572754,0.9882352948188782,0.9772727489471436,1.0,0.9885057806968688
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.804347813129425,0.9487179517745972,0.8705881834030151
tRNA,72,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,1.0,1.0,0.9473684430122375,0.9729729890823364,0.959999978542328,1.0,0.9729729890823364,0.9863013625144958,0.8809523582458496,1.0,0.9367088675498962
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8478260636329651,0.9512194991111756,0.8965516686439514
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.975000023841858,1.0,0.9873417615890504,1.0,0.9743589758872986,0.9870129823684692,0.8478260636329651,1.0,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8863636255264282,1.0,0.9397590160369872
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.8863636255264282,0.9512194991111756,0.9176470637321472
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.8409090638160706,0.9487179517745972,0.8915662169456482
tRNA,72,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,0.9729729890823364,0.9863013625144958,0.9473684430122375,0.9729729890823364,0.959999978542328,1.0,0.9729729890823364,0.9863013625144958,0.8333333134651184,0.945945918560028,0.8860759139060974
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.976190447807312,1.0,0.9879518151283264
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
tRNA,72,1.0,1.0,1.0,1.0,0.9743589758872986,0.9870129823684692,1.0,1.0,1.0,0.949999988079071,0.9743589758872986,0.9620252847671508,1.0,0.9743589758872986,0.9870129823684692,0.9285714030265808,1.0,0.9629629254341124
tRNA,72,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,1.0,1.0,1.0,0.9756097793579102,0.9876543283462524,1.0,0.9756097793579102,0.9876543283462524,0.931818187236786,1.0,0.9647058844566344
