lengths CPU CPU,times w/o post-processing CPU CPU,times for only prediction CPU CPU,times w/o conversion CPU CPU,times total CPU CPU
72,0.0456665992736816,0.0360436916351318,0.0756772518157959,0.0853011608123779
72,0.0459375381469726,0.0360320568084716,0.075623083114624,0.0855296611785888
72,0.0462268829345703,0.0360724925994873,0.0761070251464843,0.0862624645233154
72,0.0456034660339355,0.0360275268554687,0.0764369964599609,0.0860139846801757
72,0.0453286170959472,0.0360031604766845,0.074939489364624,0.084266185760498
72,0.0456195354461669,0.0358804702758789,0.0749712944030761,0.0847115039825439
72,0.0458019256591796,0.0357244968414306,0.0761595249176025,0.0862380504608154
72,0.0456186771392822,0.03600435256958,0.0761495590209961,0.0857650756835937
72,0.0455329895019531,0.0359015464782714,0.0762596130371093,0.0858922481536865
72,0.0455512523651123,0.0359129428863525,0.0752756595611572,0.0849149227142334
72,0.0451812744140625,0.0359519004821777,0.075120735168457,0.0843513488769531
72,0.0461950778961181,0.0359731674194335,0.0765567302703857,0.0867797374725341
72,0.0451894760131835,0.0360450744628906,0.0746369361877441,0.0837825775146484
72,0.0460094928741455,0.0359222412109375,0.0764092445373535,0.0864975929260254
72,0.0456922054290771,0.0358642101287841,0.0763045787811279,0.0861336708068847
72,0.0456781387329101,0.0360523700714111,0.0755670547485351,0.0851940155029296
72,0.0462364196777343,0.0360870838165283,0.0762302875518798,0.0863807201385498
72,0.0456808567047119,0.0359951019287109,0.0759243011474609,0.0856110572814941
72,0.0462893962860107,0.0360125064849853,0.0756361007690429,0.0859143257141113
72,0.0454805374145507,0.0360138416290283,0.0752887725830078,0.084756851196289
72,0.0461771011352539,0.035992431640625,0.0764935970306396,0.0866793632507324
72,0.0458133697509765,0.0358803272247314,0.0757424354553222,0.0856767177581787
72,0.0457569599151611,0.0359254360198974,0.0749702453613281,0.0848029613494873
72,0.0460125923156738,0.0358924865722656,0.0756171226501464,0.085738468170166
72,0.0457517623901367,0.0357467651367187,0.0767338752746582,0.0867402076721191
72,0.0448063373565673,0.0357526779174804,0.0748690128326416,0.0839248180389404
72,0.0458925247192382,0.0359854221343994,0.0759918212890625,0.0859000205993652
72,0.0463213443756103,0.0359506607055664,0.0768234252929687,0.087195348739624
72,0.0464102268218994,0.036087417602539,0.0761933326721191,0.0865173816680908
72,0.0458115577697753,0.0360098361968994,0.0752539157867431,0.0850564956665039
72,0.0456594467163085,0.0359810352325439,0.0758113384246826,0.0854908943176269
72,0.0454949855804443,0.0359506607055664,0.0752627849578857,0.0848082542419433
72,0.0459542751312255,0.0360576152801513,0.0776869773864746,0.087584638595581
72,0.0462666034698486,0.0358694076538085,0.075897741317749,0.0862965583801269
72,0.0465720653533935,0.0359531879425048,0.0759098052978515,0.0865298748016357
72,0.0462578773498535,0.0358906745910644,0.0756792068481445,0.0860475063323974
72,0.0453726291656494,0.0359853744506835,0.0752793788909912,0.0846676349639892
72,0.0458610534667968,0.0358955860137939,0.0759279251098632,0.0858946323394775
72,0.0460968494415283,0.0359986782073974,0.076171875,0.0862712383270263
72,0.0454093933105468,0.0359801292419433,0.0760937213897705,0.0855241775512695
72,0.0457118988037109,0.0358744621276855,0.0755871295928955,0.0854258060455322
72,0.0457522392272949,0.035898733139038,0.0763124942779541,0.0861671447753906
72,0.045927095413208,0.035810375213623,0.0751341342926025,0.085252046585083
72,0.0452461242675781,0.0357693672180175,0.0749837398529052,0.0844616413116455
72,0.0445281982421875,0.0358363628387451,0.0748860359191894,0.0835791587829589
72,0.045933723449707,0.035932970046997,0.0759038925170898,0.0859058380126953
72,0.0459336280822753,0.0358057975769042,0.0765257835388183,0.0866548538208007
72,0.0472120761871337,0.0374153137207031,0.0780206203460693,0.0878186225891113
72,0.0455288887023925,0.0357656478881835,0.07510347366333,0.0848678588867187
72,0.0462067127227783,0.0360804080963134,0.0757716655731201,0.0858991622924804
72,0.0460390090942382,0.0357218742370605,0.0762547016143798,0.0865728855133056
72,0.0450491428375244,0.035764455795288,0.0744228363037109,0.0837085247039794
72,0.0460535049438476,0.0359599113464355,0.0753883838653564,0.0854832172393798
72,0.0458086967468261,0.0359429836273193,0.0759673595428466,0.0858339786529541
72,0.0455928802490234,0.0357824802398681,0.0757132530212402,0.0855247020721435
72,0.046205186843872,0.0359515190124511,0.0762465000152587,0.0865012645721435
72,0.0462052345275878,0.0358191013336181,0.0755067825317382,0.0858940601348876
72,0.0458636283874511,0.0359729290008544,0.0762436866760254,0.0861354827880859
72,0.0456820964813232,0.0358773708343505,0.0755846500396728,0.0853905200958251
72,0.0463179111480712,0.0359091281890869,0.075881290435791,0.0862911701202392
72,0.0458332061767578,0.0359865188598632,0.0752877235412597,0.0851355552673339
72,0.0457573413848877,0.0358819484710693,0.0754250526428222,0.085301399230957
72,0.045736026763916,0.0358905792236328,0.0754011631011963,0.0852478504180908
72,0.0456546306610107,0.0359335422515869,0.0754967212677002,0.085218858718872
72,0.0458643913269043,0.036025333404541,0.0758569717407226,0.0856973648071289
72,0.0472895145416259,0.0369484901428222,0.0765400886535644,0.086882209777832
72,0.0458613395690917,0.0357386112213134,0.0755472660064697,0.0856709957122802
72,0.045801305770874,0.0358885765075683,0.0760314464569091,0.0859454154968261
72,0.0417347908020019,0.035435152053833,0.0766616821289062,0.0829626083374023
72,0.0455742359161377,0.0357407569885253,0.0750998497009277,0.0849342823028564
72,0.0443707466125488,0.0357483863830566,0.0742574214935302,0.0828809261322021
72,0.0461190223693847,0.0359644412994384,0.0758173942565918,0.0859730243682861
72,0.0453159809112548,0.0358039379119873,0.0750693798065185,0.0845826625823974
72,0.0464033603668212,0.0361763954162597,0.0763168334960937,0.0865449428558349
72,0.0464437007904052,0.0363657474517822,0.0764255046844482,0.0865047454833984
72,0.0455740928649902,0.0363244533538818,0.0755249500274658,0.0847757816314697
72,0.0453866004943847,0.0359982967376708,0.0756906509399414,0.0850800991058349
72,0.0454184055328369,0.0360058784484863,0.0749881744384765,0.0844016075134277
72,0.0458283901214599,0.0358667850494384,0.0758002281188964,0.0857629776000976
72,0.0465832710266113,0.0359895229339599,0.0755655288696289,0.0861604213714599
72,0.0457581043243408,0.0360186100006103,0.0759607791900634,0.0857015609741211
73,0.045819091796875,0.035960054397583,0.076528263092041,0.086388349533081
73,0.0463032722473144,0.0360504627227783,0.0771090507507324,0.087363052368164
73,0.0462602138519287,0.035907506942749,0.0766304492950439,0.0869842529296875
73,0.0463568687438964,0.0359221458435058,0.0771023273468017,0.0875380992889404
73,0.0464974880218505,0.0359467029571533,0.0778104305267333,0.0883624076843261
73,0.0460614204406738,0.0357921600341796,0.076261281967163,0.0865317344665527
73,0.0461495399475097,0.0359042167663574,0.0766421794891357,0.0868887424468994
73,0.0459809780120849,0.0358448028564453,0.0764264106750488,0.0865638256072998
73,0.0461601734161376,0.0359907150268554,0.0767457008361816,0.0869162559509277
73,0.0462530136108398,0.0359300136566162,0.0768733024597168,0.0871974468231201
73,0.0459650993347168,0.0359223842620849,0.0767534255981445,0.0867974758148193
73,0.0468202590942382,0.0359443187713623,0.0780060291290283,0.0888831138610839
73,0.0457610130310058,0.0358599185943603,0.0756104946136474,0.0855126857757568
73,0.0464690685272216,0.0360942363739013,0.0774496555328369,0.0878258228302002
73,0.0461142063140869,0.0359181880950927,0.0776391506195068,0.0878363609313964
73,0.0457232475280761,0.0359105587005615,0.0760963916778564,0.085910415649414
73,0.0457602500915527,0.0358826160430908,0.0761163711547851,0.0859951496124267
73,0.0451869010925293,0.0360298633575439,0.0757569789886474,0.0849152565002441
73,0.0464301109313964,0.035821533203125,0.0772165775299072,0.08782639503479
73,0.0460955619812011,0.0360434532165527,0.0766911029815673,0.0867444992065429
73,0.0460651874542236,0.0359678268432617,0.0768618583679199,0.0869604110717773
73,0.0459190368652343,0.0360153675079345,0.0769000053405761,0.0868049144744873
73,0.0453400135040283,0.0357999324798583,0.0767499923706054,0.0862911701202392
73,0.0465129375457763,0.0361356258392333,0.0774106979370117,0.0877892017364501
73,0.0458104610443115,0.0359254837036132,0.0763851642608642,0.0862712383270263
73,0.0458734512329101,0.0358758926391601,0.0761664390563964,0.0861650943756103
73,0.0465487480163574,0.0360340595245361,0.0779492378234863,0.0884651184082031
73,0.0461241722106933,0.0359626293182373,0.0767733573913574,0.0869361877441406
73,0.045842170715332,0.0359304904937744,0.0766901969909668,0.0866030693054199
73,0.0461344718933105,0.0358479976654052,0.076890230178833,0.0871779441833496
73,0.0463486671447753,0.0358707904815673,0.0769727230072021,0.087451696395874
73,0.0463620662689209,0.0360052585601806,0.0776662349700927,0.0880241394042968
73,0.0455733776092529,0.0359730720520019,0.0761781215667724,0.0857794761657714
73,0.0462012290954589,0.0358951091766357,0.0765071868896484,0.0868144035339355
73,0.0458923816680908,0.0361709117889404,0.0767734050750732,0.0864961147308349
73,0.0460157871246337,0.0359550476074218,0.0768499374389648,0.0869118213653564
73,0.046191930770874,0.0359288215637207,0.0770323276519775,0.087296724319458
73,0.0461261272430419,0.0359346866607666,0.0768300533294677,0.0870226860046386
73,0.0456886291503906,0.0357888221740722,0.0768692016601562,0.0867701053619384
73,0.0459167003631591,0.0358620166778564,0.0767488956451416,0.0868045330047607
73,0.0461291790008544,0.0359479904174804,0.076025390625,0.0862079620361328
73,0.0453557014465332,0.035858154296875,0.0759644508361816,0.0854629039764404
73,0.0461537361145019,0.0359483242034912,0.0768181324005126,0.0870249271392822
73,0.0457702159881591,0.0360252857208251,0.0771534442901611,0.0868994235992431
73,0.0456613063812255,0.0358996391296386,0.0765346050262451,0.0862973690032959
73,0.0458433628082275,0.0361287593841552,0.0766508102416992,0.0863667488098144
73,0.045707082748413,0.0358791351318359,0.0761826992034912,0.0860118389129638
73,0.0455848217010498,0.0358899593353271,0.076788854598999,0.086484956741333
73,0.0456704139709472,0.0358990669250488,0.0760980129241943,0.0858705997467041
73,0.0462042331695556,0.0359439373016357,0.0771889209747314,0.087450361251831
73,0.0457301616668701,0.036025047302246,0.0768002986907959,0.0865064620971679
73,0.0464547157287597,0.0365727424621582,0.0770030498504638,0.0868864059448242
73,0.0459266185760498,0.0358182430267334,0.076198148727417,0.0863077163696289
73,0.0459457874298095,0.0359774589538574,0.0766583442687988,0.0866276741027832
73,0.0463315963745117,0.0360284328460693,0.0765739440917968,0.0868783950805664
73,0.0459935188293457,0.03589448928833,0.0760125637054443,0.0861128807067871
73,0.0461013317108154,0.0359537601470947,0.0763769149780273,0.0865255832672119
73,0.0457000255584716,0.0359315872192382,0.0763823509216308,0.0861520290374755
73,0.0460424423217773,0.0359576702117919,0.0766502380371093,0.0867362022399902
73,0.0457830905914306,0.0358565330505371,0.0765323162078857,0.0864598751068115
73,0.0456855773925781,0.0356955528259277,0.0755716800689697,0.0855627536773681
73,0.0463122844696044,0.035904836654663,0.076365852355957,0.0867744922637939
73,0.0458527565002441,0.0357971668243408,0.07657151222229,0.0866281986236572
73,0.0460184574127197,0.0359083652496337,0.076513385772705,0.0866247177124023
73,0.046318769454956,0.0359533786773681,0.0767220497131347,0.0870886802673339
73,0.0462389469146728,0.0359317779541015,0.0771658897399902,0.0874742031097412
73,0.0458043098449707,0.0369821071624755,0.0776537895202636,0.0864776134490966
73,0.0465411186218261,0.0362238883972168,0.0768328189849853,0.0871511936187744
73,0.0461374759674072,0.0358868598937988,0.0779802322387695,0.0882320404052734
73,0.0455338954925537,0.0358282089233398,0.0756144046783447,0.0853212833404541
73,0.0456545352935791,0.0357107162475585,0.0763045787811279,0.0862496852874755
73,0.0459348201751709,0.0358111858367919,0.0763644695281982,0.0864893913269043
73,0.0455029964447021,0.0359904289245605,0.0755080223083496,0.0850217819213867
73,0.0458552837371826,0.0357359409332275,0.0765309810638427,0.0866514682769775
73,0.0456737995147705,0.0357400894165039,0.076297378540039,0.0862321376800537
73,0.0460043430328369,0.0360621452331543,0.0769461154937744,0.0868894577026367
73,0.0466186046600341,0.0360798358917236,0.0780531883239746,0.088593053817749
73,0.0462100028991699,0.036009407043457,0.0763258457183837,0.0865278720855712
73,0.0460269927978515,0.0360663890838623,0.0768168926239013,0.0867785453796386
73,0.0464598178863525,0.0362567901611328,0.0772761344909667,0.0874803066253662
73,0.0460981845855712,0.0360677242279052,0.0764667034149169,0.0864984035491943
73,0.0459149837493896,0.0362738609313964,0.0769054412841796,0.0865479469299316
73,0.0460458755493164,0.0363729953765869,0.0761984348297119,0.0858725547790527
73,0.0489197254180908,0.0390329837799072,0.0794221878051757,0.0893102169036865
73,0.0460611820220947,0.0359551429748535,0.0773198127746582,0.0874268531799316
73,0.046691608428955,0.0359993457794189,0.0773855209350586,0.0880788803100585
73,0.0459321022033691,0.0359734535217285,0.0762382507324218,0.0861981868743896
73,0.0449279308319091,0.0359127521514892,0.0756863594055175,0.084702730178833
73,0.0453370571136474,0.0359140396118164,0.0756612300872802,0.0850851535797119
73,0.0462325572967529,0.0359436988830566,0.0773093223571777,0.0875993728637695
73,0.0457033634185791,0.0360186576843261,0.0762635231018066,0.085949420928955
73,0.0464858531951904,0.0362251758575439,0.0773351192474365,0.0875971794128418
73,0.0458924293518066,0.035927677154541,0.0763599872589111,0.0863259315490722
73,0.0461562156677246,0.0360089778900146,0.0777361869812011,0.087884521484375
73,0.0463414669036865,0.0360718727111816,0.0765737533569335,0.0868445873260498
73,0.046243143081665,0.0360316753387451,0.0770495414733886,0.0872621536254882
73,0.0463710308074951,0.0360066890716552,0.0771868228912353,0.0875524520874023
73,0.0461015701293945,0.0360408306121826,0.0770014762878417,0.0870635032653808
73,0.0460010528564453,0.03590087890625,0.0763423442840576,0.0864435195922851
73,0.0459043979644775,0.035891056060791,0.0763686656951904,0.0863832473754882
73,0.0456345081329345,0.035795783996582,0.075793170928955,0.0856330871582031
73,0.0461352348327636,0.0359306335449218,0.076398754119873,0.0866045475006103
73,0.0458492755889892,0.0357466220855712,0.0767675399780273,0.0868714332580566
73,0.0459649562835693,0.0357670783996582,0.0767931461334228,0.0869922161102294
73,0.0464367389678955,0.0358621597290039,0.0773047924041748,0.0878804683685302
73,0.0456409454345703,0.0358382225036621,0.075951337814331,0.0857552528381347
73,0.0460673332214355,0.0358237266540527,0.0769149780273437,0.0871596336364746
73,0.0456235408782959,0.0357647895812988,0.0764786720275878,0.0863385677337646
73,0.0455625534057617,0.0357945442199707,0.0757796287536621,0.0855488300323486
73,0.0461177825927734,0.0357717990875244,0.0770891666412353,0.0874364852905273
73,0.0459254264831543,0.0357608318328857,0.0768367767333984,0.087002420425415
73,0.0457085132598876,0.0358382701873779,0.0758614063262939,0.0857330322265625
73,0.0460870265960693,0.0358713626861572,0.0768349170684814,0.0870517253875732
73,0.0461274623870849,0.0360107421875,0.0767827033996582,0.0869007110595703
73,0.0459471702575683,0.0358509063720703,0.0766111373901367,0.0867086410522461
73,0.0460078716278076,0.0358356475830078,0.0765601158142089,0.0867334365844726
73,0.0465818881988525,0.0369538307189941,0.0768085479736328,0.0864377975463867
73,0.0454843521118164,0.0358998775482177,0.0759219646453857,0.0855076313018798
73,0.0460369110107421,0.0357583045959472,0.0772794246673584,0.0875592708587646
73,0.0455244541168212,0.035755443572998,0.0760083198547363,0.085778522491455
73,0.0454150676727294,0.0356972217559814,0.0765877246856689,0.0863066673278808
73,0.0457870006561279,0.0356514453887939,0.0761203289031982,0.0862570762634277
73,0.0454218864440918,0.0357938289642334,0.0758840560913085,0.0855132579803466
73,0.045738410949707,0.0357594490051269,0.0764437198638916,0.086423921585083
73,0.0457653045654296,0.0358027458190918,0.0757416248321533,0.0857053756713867
73,0.0458280086517334,0.0359509944915771,0.0767637252807617,0.0866418838500976
73,0.0451776504516601,0.0359822750091552,0.0766880989074707,0.0858847618103027
73,0.0462225914001464,0.0359835147857666,0.0770448207855224,0.087285041809082
73,0.0461154460906982,0.0360592365264892,0.0768357276916504,0.0868931770324707
73,0.0459456443786621,0.0359797954559326,0.0768757343292236,0.0868426322937011
73,0.0462762832641601,0.0358939170837402,0.0764875411987304,0.0868711948394775
73,0.0468936920166015,0.0366118907928466,0.0773423194885254,0.0876255989074707
73,0.0454490661621093,0.0360430717468261,0.0758689403533935,0.0852760314941406
73,0.0459490299224853,0.0358014583587646,0.0757249355316162,0.0858736038208007
73,0.0461007118225097,0.0360578060150146,0.0770515441894531,0.0870955467224121
73,0.0463230609893798,0.0361507892608642,0.0771609306335449,0.0873344421386718
73,0.0459244728088378,0.0360823631286621,0.0767425537109375,0.0865857601165771
73,0.0452505588531494,0.0358352184295654,0.0761037349700927,0.0855202198028564
73,0.045920705795288,0.0359907150268554,0.0770099639892578,0.0869412422180175
73,0.0465950012207031,0.0360362529754638,0.0773718833923339,0.0879317283630371
73,0.0462539672851562,0.0360230445861816,0.0765090465545654,0.0867410659790039
73,0.0459967613220214,0.0358294010162353,0.0768337726593017,0.0870023727416992
73,0.045914602279663,0.036029577255249,0.0760972023010253,0.0859836101531982
73,0.0451610565185546,0.0358713626861572,0.0759642124176025,0.0852550506591796
73,0.0457000732421875,0.0357921600341796,0.0764042854309082,0.0863135337829589
73,0.0456495285034179,0.0358727931976318,0.076413869857788,0.086191701889038
73,0.0459132671356201,0.0358864307403564,0.0759817600250244,0.0860097408294677
73,0.0461554050445556,0.0360361576080322,0.0773236751556396,0.0874441146850586
74,0.0461734294891357,0.0359581470489501,0.0771076679229736,0.0873242378234863
74,0.0460247993469238,0.0358243465423584,0.0774016380310058,0.08760347366333
74,0.0460109710693359,0.035866355895996,0.077212905883789,0.0873586177825927
74,0.0456562519073486,0.0359696865081787,0.0773626804351806,0.0870506763458252
74,0.0462174415588378,0.0360908985137939,0.0785412311553955,0.0886689186096191
74,0.0466860294342041,0.0359713077545166,0.0782509326934814,0.0889669418334961
74,0.0457810401916503,0.0358951091766357,0.0769104957580566,0.0867975234985351
74,0.0466099739074707,0.0359949111938476,0.0777827262878418,0.0883991718292236
74,0.0455002784729003,0.0358590126037597,0.0767542839050293,0.0863966941833496
74,0.0462601661682128,0.0359259128570556,0.0780272960662841,0.0883628845214843
74,0.0465727806091308,0.0359453201293945,0.0776569366455078,0.0882857322692871
74,0.0459328174591064,0.035809850692749,0.0773479461669921,0.0874721050262451
74,0.0458635330200195,0.0358479976654052,0.0772884845733642,0.0873050212860107
74,0.0460890769958496,0.0359250545501709,0.0771804332733154,0.0873456478118896
74,0.0458545207977294,0.0359955787658691,0.0769518375396728,0.0868121147155761
74,0.0465044021606445,0.0358430385589599,0.0779318809509277,0.0885944843292236
74,0.0458511352539062,0.0357889175415039,0.0779578685760498,0.0880210399627685
74,0.0456157684326171,0.0358321666717529,0.0760744094848632,0.0858590602874755
74,0.0456327438354492,0.0355341434478759,0.0761281013488769,0.086227798461914
74,0.0456724643707275,0.0357767105102539,0.0764690399169921,0.0863661289215087
74,0.0458539962768554,0.0357715606689453,0.0769454956054687,0.0870291709899902
74,0.0469163417816162,0.0360615253448486,0.0782516002655029,0.089107608795166
74,0.045905590057373,0.0359403610229492,0.0773802757263183,0.087346601486206
74,0.0463598728179931,0.0360038757324218,0.0776750564575195,0.0880322456359863
74,0.0465290546417236,0.0358865737915039,0.0776874542236328,0.0883312225341796
74,0.0463822841644287,0.0359441757202148,0.0782437801361084,0.0886829376220703
74,0.046666669845581,0.0358722209930419,0.0778913021087646,0.088686990737915
74,0.0465277194976806,0.0358500003814697,0.0772029399871826,0.0878815174102783
74,0.0468505859375,0.0357014656066894,0.078395128250122,0.0895453453063964
74,0.0463281631469726,0.035789680480957,0.0766269207000732,0.0871665477752685
74,0.0467270374298095,0.0359694957733154,0.0781646728515625,0.0889234542846679
74,0.0462941646575927,0.035892629623413,0.0778838157653808,0.0882863521575927
74,0.0458078861236572,0.0358138561248779,0.0775668144226074,0.0875621318817138
74,0.0469229221343994,0.0360318183898925,0.07805757522583,0.0889498233795166
74,0.046128511428833,0.035785436630249,0.0766986846923828,0.0870428562164306
74,0.0444137096405029,0.035881757736206,0.0773305416107177,0.0858637809753418
74,0.0459568500518798,0.0359064579010009,0.0777512073516845,0.0878027439117431
74,0.0464736461639404,0.0358924388885498,0.0778219699859619,0.0884041786193847
74,0.0456015110015869,0.0358386039733886,0.0775475978851318,0.0873117923736572
74,0.0469271183013916,0.0360074996948242,0.0790104866027832,0.0899312496185302
74,0.046012544631958,0.0359445095062255,0.0774691581726074,0.0875383377075195
74,0.045961856842041,0.0358588695526123,0.0775794029235839,0.087683629989624
74,0.0473377227783203,0.0375623226165771,0.0789507865905761,0.0887274265289306
74,0.0460346221923828,0.0359636783599853,0.0768282413482666,0.0869003295898437
74,0.0461198329925537,0.0359678268432617,0.0771114349365234,0.0872647762298584
74,0.0459197521209716,0.035965871810913,0.0771778583526611,0.0871328830718994
74,0.0464366912841796,0.0358348846435546,0.0776717662811279,0.0882747173309326
74,0.0465243339538574,0.0358896255493164,0.0774961948394775,0.0881321907043457
74,0.0461478233337402,0.0358330249786377,0.0777588844299316,0.0880749225616455
74,0.046104097366333,0.0358510971069335,0.0779290199279785,0.0881833553314209
74,0.0455389976501464,0.0358997821807861,0.0767838954925537,0.0864243984222412
