lengths,times w/o post-processing,times for only prediction,times w/o conversion,times total
73,0.0366976261138916,0.03634786605834961,0.06464815139770508,0.06499958038330078
73,0.03700113296508789,0.03664040565490723,0.06394410133361816,0.06430625915527344
73,0.036203622817993164,0.03586292266845703,0.06356406211853027,0.06390595436096191
73,0.03762960433959961,0.03727102279663086,0.06523442268371582,0.06559491157531738
73,0.03650164604187012,0.03614377975463867,0.06371736526489258,0.06407690048217773
73,0.036856889724731445,0.03650641441345215,0.06467795372009277,0.06503009796142578
73,0.03685164451599121,0.036505937576293945,0.06436896324157715,0.06471633911132812
73,0.03652691841125488,0.03616619110107422,0.06452822685241699,0.06489014625549316
73,0.036501407623291016,0.03614544868469238,0.0640876293182373,0.06444478034973145
73,0.036238908767700195,0.03589606285095215,0.0638570785522461,0.06420183181762695
73,0.03665518760681152,0.036312103271484375,0.06421899795532227,0.06456375122070312
73,0.036791324615478516,0.03644251823425293,0.06489229202270508,0.06524300575256348
73,0.036881446838378906,0.03652358055114746,0.06450700759887695,0.0648660659790039
73,0.03638720512390137,0.03604412078857422,0.06365227699279785,0.06399703025817871
73,0.037203311920166016,0.03685164451599121,0.06477975845336914,0.06513261795043945
73,0.0368955135345459,0.03655576705932617,0.06382298469543457,0.06416440010070801
73,0.036905765533447266,0.036554574966430664,0.06446981430053711,0.06482315063476562
73,0.03715062141418457,0.03680229187011719,0.06541156768798828,0.06576156616210938
73,0.03713226318359375,0.03678464889526367,0.06518435478210449,0.06553316116333008
73,0.03668689727783203,0.036339759826660156,0.06493878364562988,0.06528711318969727
73,0.03783893585205078,0.03749442100524902,0.06484794616699219,0.06519412994384766
73,0.03706169128417969,0.036720991134643555,0.06446671485900879,0.06480884552001953
73,0.03726053237915039,0.03691554069519043,0.06525349617004395,0.06560039520263672
73,0.038260698318481445,0.037914276123046875,0.06547141075134277,0.06581974029541016
73,0.037473201751708984,0.037101030349731445,0.06443381309509277,0.06480741500854492
73,0.036972999572753906,0.03662228584289551,0.06546831130981445,0.06582045555114746
73,0.036577701568603516,0.03622841835021973,0.06437182426452637,0.06472253799438477
73,0.03668928146362305,0.03634500503540039,0.06404805183410645,0.06439399719238281
73,0.039728403091430664,0.03933382034301758,0.06691670417785645,0.06731271743774414
73,0.03774261474609375,0.03737616539001465,0.0652320384979248,0.06560015678405762
73,0.03705549240112305,0.0367121696472168,0.06479024887084961,0.06513500213623047
73,0.03710174560546875,0.03674626350402832,0.06490325927734375,0.06526017189025879
73,0.03800368309020996,0.03763771057128906,0.06549739837646484,0.06586480140686035
73,0.037499189376831055,0.03715848922729492,0.06558799743652344,0.06593012809753418
73,0.037520408630371094,0.03717684745788574,0.06465530395507812,0.06500029563903809
73,0.03726840019226074,0.036925315856933594,0.06540513038635254,0.0657496452331543
73,0.03694605827331543,0.03659939765930176,0.06451272964477539,0.06486058235168457
73,0.037404537200927734,0.037056922912597656,0.06534361839294434,0.06569266319274902
73,0.03700828552246094,0.0366671085357666,0.06370711326599121,0.06405019760131836
73,0.03746843338012695,0.037104129791259766,0.0642998218536377,0.06466531753540039
73,0.03699350357055664,0.0366368293762207,0.06390690803527832,0.06426501274108887
73,0.03672981262207031,0.03639101982116699,0.06507110595703125,0.06541180610656738
73,0.036899566650390625,0.0365447998046875,0.06466889381408691,0.06502509117126465
73,0.04305291175842285,0.042714595794677734,0.0707094669342041,0.07105112075805664
73,0.036757469177246094,0.03640151023864746,0.0642862319946289,0.06464338302612305
73,0.03659772872924805,0.03625369071960449,0.06363296508789062,0.06397819519042969
73,0.03667497634887695,0.036331892013549805,0.06381368637084961,0.06415843963623047
73,0.03656172752380371,0.03621220588684082,0.06387758255004883,0.06422924995422363
73,0.03657221794128418,0.03621673583984375,0.06470751762390137,0.06506466865539551
73,0.03627133369445801,0.03592658042907715,0.06345367431640625,0.06380033493041992
73,0.03621339797973633,0.03586578369140625,0.06408572196960449,0.06443476676940918
73,0.03706955909729004,0.03671526908874512,0.06418585777282715,0.06454157829284668
73,0.043946027755737305,0.04349184036254883,0.07358455657958984,0.07404041290283203
73,0.03655433654785156,0.03621196746826172,0.06452655792236328,0.06487059593200684
73,0.03621268272399902,0.03588056564331055,0.06421637535095215,0.06454992294311523
73,0.036574363708496094,0.036222219467163086,0.06384992599487305,0.06420326232910156
73,0.036861419677734375,0.036511898040771484,0.0638284683227539,0.06417989730834961
73,0.03717803955078125,0.03681683540344238,0.06412792205810547,0.06449055671691895
73,0.03674483299255371,0.036400794982910156,0.06447100639343262,0.06481671333312988
73,0.03626370429992676,0.03591728210449219,0.06421923637390137,0.06456732749938965
73,0.0361027717590332,0.03579545021057129,0.06426572799682617,0.0645742416381836
73,0.03649258613586426,0.03615212440490723,0.06423473358154297,0.06457662582397461
73,0.036342620849609375,0.03600597381591797,0.0653841495513916,0.06572246551513672
73,0.0364537239074707,0.03609657287597656,0.06378841400146484,0.06414675712585449
73,0.036479949951171875,0.03612828254699707,0.06423664093017578,0.0645897388458252
73,0.035926103591918945,0.03561830520629883,0.06446123123168945,0.06477046012878418
73,0.036965370178222656,0.03660178184509277,0.06482720375061035,0.06519246101379395
73,0.03687000274658203,0.03652811050415039,0.0647742748260498,0.06511735916137695
73,0.036405324935913086,0.03606367111206055,0.06356525421142578,0.06390857696533203
73,0.03695416450500488,0.03660750389099121,0.06452512741088867,0.06487345695495605
73,0.03758430480957031,0.037239789962768555,0.06563353538513184,0.06598019599914551
73,0.03715634346008301,0.03681039810180664,0.06510210037231445,0.06544971466064453
73,0.037287235260009766,0.03693389892578125,0.06668376922607422,0.06703829765319824
73,0.03934335708618164,0.03899264335632324,0.06836748123168945,0.06871938705444336
73,0.03802752494812012,0.037688255310058594,0.06626653671264648,0.06660842895507812
73,0.03748321533203125,0.03712582588195801,0.06507182121276855,0.0654306411743164
73,0.038121700286865234,0.03777050971984863,0.0663290023803711,0.0666813850402832
73,0.03637838363647461,0.03604006767272949,0.06450295448303223,0.06484246253967285
73,0.03587651252746582,0.03553605079650879,0.06336069107055664,0.06370210647583008
73,0.035631418228149414,0.035285234451293945,0.06338214874267578,0.06372976303100586
73,0.03666067123413086,0.03631758689880371,0.06351590156555176,0.06386065483093262
73,0.036631107330322266,0.03628683090209961,0.06427931785583496,0.06462478637695312
73,0.03707313537597656,0.03672289848327637,0.06452083587646484,0.06487298011779785
73,0.03783702850341797,0.03749203681945801,0.06599259376525879,0.06633925437927246
73,0.03704643249511719,0.03670191764831543,0.06517267227172852,0.06551837921142578
73,0.03568315505981445,0.03538632392883301,0.062223196029663086,0.06252169609069824
73,0.03586077690124512,0.03551673889160156,0.06237459182739258,0.06271982192993164
73,0.03611421585083008,0.03575634956359863,0.06377720832824707,0.06413626670837402
73,0.0357356071472168,0.035398006439208984,0.06293845176696777,0.0632777214050293
73,0.035622358322143555,0.035300493240356445,0.06353878974914551,0.06386184692382812
73,0.03607511520385742,0.03573775291442871,0.06358909606933594,0.06392812728881836
73,0.03576827049255371,0.03542518615722656,0.06325197219848633,0.06359648704528809
73,0.03575563430786133,0.03543424606323242,0.06376433372497559,0.0640869140625
73,0.036200761795043945,0.035860538482666016,0.06288576126098633,0.06322741508483887
73,0.03699207305908203,0.03663825988769531,0.06426000595092773,0.06461524963378906
73,0.035919904708862305,0.035562753677368164,0.06331014633178711,0.06366825103759766
73,0.03597593307495117,0.0356442928314209,0.06358623504638672,0.0639193058013916
73,0.03664064407348633,0.03629350662231445,0.06403040885925293,0.06437945365905762
73,0.03593158721923828,0.03558993339538574,0.06453609466552734,0.06487894058227539
73,0.03610706329345703,0.03576397895812988,0.06352591514587402,0.06387019157409668
73,0.03674888610839844,0.03640913963317871,0.06513690948486328,0.06547737121582031
73,0.04449605941772461,0.04405355453491211,0.07158899307250977,0.07203292846679688
73,0.03690814971923828,0.03655552864074707,0.06456398963928223,0.06491804122924805
73,0.03705620765686035,0.03670859336853027,0.06531834602355957,0.06566739082336426
73,0.03754425048828125,0.03720259666442871,0.06635332107543945,0.0666961669921875
73,0.0363154411315918,0.035977840423583984,0.06429314613342285,0.06463241577148438
73,0.03583240509033203,0.03548312187194824,0.06340312957763672,0.06375384330749512
73,0.036159515380859375,0.03581547737121582,0.06337952613830566,0.06372475624084473
73,0.03594636917114258,0.03560900688171387,0.06392574310302734,0.06426525115966797
73,0.03784465789794922,0.03749895095825195,0.06500816345214844,0.06535601615905762
73,0.038726806640625,0.0383458137512207,0.06771230697631836,0.06809496879577637
73,0.03798413276672363,0.037633419036865234,0.06487870216369629,0.0652310848236084
73,0.03784465789794922,0.03746986389160156,0.06609439849853516,0.06647086143493652
73,0.03824639320373535,0.03786969184875488,0.0659937858581543,0.06637215614318848
73,0.03815269470214844,0.037786245346069336,0.0662682056427002,0.06663656234741211
73,0.03830671310424805,0.03794598579406738,0.0656895637512207,0.06605195999145508
73,0.03771710395812988,0.03730964660644531,0.06527280807495117,0.06568121910095215
74,0.038930654525756836,0.03858137130737305,0.06715130805969238,0.06750249862670898
74,0.03792715072631836,0.03757596015930176,0.06629538536071777,0.06664800643920898
74,0.038094282150268555,0.03773188591003418,0.06621503829956055,0.06657910346984863
74,0.03835892677307129,0.038001060485839844,0.0664069652557373,0.06676650047302246
74,0.03754734992980957,0.03717970848083496,0.06621432304382324,0.06658339500427246
74,0.039186954498291016,0.03881549835205078,0.06690669059753418,0.06728005409240723
74,0.03743553161621094,0.03708291053771973,0.06544804573059082,0.06580209732055664
74,0.03835582733154297,0.03799080848693848,0.06637692451477051,0.06674337387084961
74,0.03702068328857422,0.03666234016418457,0.06484293937683105,0.06520271301269531
74,0.03740429878234863,0.03704404830932617,0.06579947471618652,0.06616067886352539
74,0.03721952438354492,0.03683829307556152,0.06478238105773926,0.06516504287719727
74,0.037371158599853516,0.03702354431152344,0.06639337539672852,0.0667426586151123
74,0.03761601448059082,0.03726077079772949,0.06554985046386719,0.06590676307678223
74,0.036832571029663086,0.036479949951171875,0.06467056274414062,0.06502509117126465
74,0.03728938102722168,0.03692293167114258,0.06568241119384766,0.06604981422424316
74,0.03687024116516113,0.03650927543640137,0.06571197509765625,0.06607413291931152
74,0.03685116767883301,0.03652143478393555,0.06595921516418457,0.06629061698913574
74,0.03700995445251465,0.03666377067565918,0.06422042846679688,0.06456780433654785
74,0.03633403778076172,0.03599286079406738,0.06450366973876953,0.06484627723693848
74,0.03665447235107422,0.03631329536437988,0.06489825248718262,0.06524133682250977
74,0.03632760047912598,0.03598356246948242,0.06412672996520996,0.06447172164916992
74,0.03696489334106445,0.036618709564208984,0.06511878967285156,0.06546688079833984
74,0.03688526153564453,0.03652453422546387,0.06492185592651367,0.06528425216674805
74,0.03610348701477051,0.03576397895812988,0.0643758773803711,0.06471633911132812
74,0.036391496658325195,0.03604769706726074,0.06504392623901367,0.06538963317871094
74,0.03647780418395996,0.036131858825683594,0.06476163864135742,0.0651090145111084
74,0.03687453269958496,0.03652548789978027,0.06449127197265625,0.06484222412109375
74,0.036446332931518555,0.036103248596191406,0.06401658058166504,0.0643610954284668
74,0.036572933197021484,0.0362241268157959,0.06506204605102539,0.06541204452514648
74,0.03648495674133301,0.036138296127319336,0.06405901908874512,0.0644068717956543
74,0.03648853302001953,0.03613853454589844,0.06430768966674805,0.06465935707092285
74,0.036389827728271484,0.03605198860168457,0.0644385814666748,0.06477761268615723
74,0.03681302070617676,0.03645586967468262,0.06455564498901367,0.06491446495056152
74,0.036261796951293945,0.03590703010559082,0.06447029113769531,0.06482672691345215
74,0.03681015968322754,0.036467552185058594,0.06548714637756348,0.06583070755004883
74,0.03636503219604492,0.0360105037689209,0.06505942344665527,0.06541562080383301
74,0.036431074142456055,0.03607177734375,0.06499171257019043,0.06535220146179199
74,0.03636765480041504,0.036016225814819336,0.0650475025177002,0.06540060043334961
74,0.037302494049072266,0.03696584701538086,0.06539130210876465,0.06572985649108887
74,0.037020206451416016,0.036669015884399414,0.06477165222167969,0.0651240348815918
74,0.03702187538146973,0.0366671085357666,0.06578874588012695,0.06614494323730469
74,0.037676095962524414,0.037328481674194336,0.06528067588806152,0.06562972068786621
74,0.03685903549194336,0.03651595115661621,0.0644986629486084,0.06484317779541016
74,0.041176557540893555,0.04083418846130371,0.07000184059143066,0.07034754753112793
74,0.0412898063659668,0.040885210037231445,0.06943106651306152,0.06983757019042969
74,0.036566972732543945,0.03620743751525879,0.06469941139221191,0.06506037712097168
74,0.037308692932128906,0.03694772720336914,0.0667574405670166,0.06711959838867188
74,0.03868699073791504,0.03832745552062988,0.06644654273986816,0.06680703163146973
74,0.03716611862182617,0.03681135177612305,0.06559157371520996,0.0659475326538086
