,Non-standard,Watson-Crick,Paired with N,Wobble
7503,32,374,1,52
7504,27,384,0,60
7505,22,352,0,54
7506,23,355,0,49
7507,29,352,0,51
7508,26,380,0,58
7509,29,383,0,55
7510,29,379,0,60
7511,26,375,0,52
7512,31,367,0,57
7513,33,360,0,60
7514,35,363,0,55
7515,33,364,0,58
7516,30,367,0,57
7517,31,380,0,54
7518,14,180,0,29
7519,16,185,0,27
7520,11,126,0,14
7521,5,70,2,9
7522,4,56,1,12
7523,3,56,0,14
7524,13,240,0,37
7525,13,239,0,37
7526,14,237,0,35
7527,13,239,0,38
7528,12,240,0,37
7529,13,236,0,37
7530,13,239,0,38
7531,15,239,0,36
7532,14,241,0,33
7533,14,242,0,32
7534,33,382,0,52
7535,26,377,0,57
7536,29,375,0,59
7537,33,363,0,53
7538,25,381,0,66
7539,5,114,0,12
7540,6,110,0,12
7541,26,340,0,51
7542,26,374,0,55
7543,28,374,0,56
7544,26,373,0,55
7545,26,382,0,64
7546,11,157,0,25
7547,7,129,0,20
7548,28,377,0,56
7549,29,331,0,50
7550,30,370,0,53
7551,27,373,0,50
7552,30,371,0,53
7553,27,372,0,51
7554,27,373,0,50
7555,27,376,0,47
7556,28,372,0,50
7557,27,373,0,50
7558,30,371,0,53
7559,30,373,0,51
7560,27,372,0,51
7561,29,366,0,52
7562,27,377,0,53
7563,12,184,0,30
7564,10,169,1,26
7565,16,299,0,50
7566,18,297,0,50
7567,21,346,0,59
7568,31,391,0,54
7569,31,388,0,57
7570,10,192,1,34
7571,10,197,0,34
7572,10,196,0,34
7573,10,198,0,33
7574,11,207,0,34
7575,11,205,0,34
7576,12,214,0,34
7577,12,216,0,34
7578,11,206,0,34
7579,11,206,0,34
7580,11,203,0,34
7581,11,201,2,34
7582,11,203,0,34
7583,11,203,0,34
7584,11,203,0,34
7585,11,203,0,34
7586,10,197,0,34
7587,10,197,0,34
7588,10,195,2,34
7589,11,203,0,34
7590,10,197,0,34
7591,11,203,0,34
7592,10,197,0,34
7593,10,197,0,34
7594,10,197,0,34
7595,11,203,0,34
7596,11,206,0,34
7597,11,203,0,34
7598,11,203,0,34
7599,12,214,0,34
7600,10,197,0,34
7601,14,214,0,34
7602,10,197,0,34
7603,10,197,0,34
7604,10,197,0,34
7605,10,195,2,34
7606,10,197,0,34
7607,11,203,0,34
7608,10,197,0,34
7609,10,197,0,34
7610,10,197,0,34
7611,17,294,0,46
7612,26,367,0,52
7613,27,364,0,56
7614,27,369,0,56
7615,10,193,0,29
7616,13,195,0,29
7617,10,170,0,26
7618,14,192,0,27
7619,13,199,0,29
7620,34,369,0,50
7621,35,381,0,51
7622,27,376,0,47
7623,14,192,0,30
7624,16,192,0,27
7625,27,325,0,51
7626,33,359,0,54
7627,24,361,0,55
7628,32,387,0,57
7629,28,390,0,58
7630,27,390,0,59
7631,23,333,0,47
7632,30,379,0,50
7633,33,386,0,54
7634,32,378,0,51
7635,28,388,0,57
7636,29,382,0,51
7637,29,382,0,51
7638,24,340,0,47
7639,24,334,0,44
7640,24,340,0,47
7641,23,336,0,48
7642,22,332,1,48
7643,23,355,0,49
7644,27,357,2,50
7645,23,349,0,46
7646,11,114,0,18
7647,9,116,0,18
7648,8,130,0,15
7649,6,111,0,16
7650,5,110,0,18
7651,6,110,0,20
7652,8,149,0,20
7653,22,359,0,47
7654,10,123,0,19
7655,11,123,0,14
7656,7,149,0,18
7657,7,113,0,14
7658,6,123,1,19
7659,5,110,0,15
7660,6,109,0,17
7661,6,147,0,21
7662,6,108,0,19
7663,8,118,0,15
7664,17,308,0,46
7665,17,308,0,46
7666,17,308,0,46
7667,17,308,0,46
7668,17,308,0,46
7669,17,308,0,46
7670,9,141,0,26
7671,9,139,0,25
7672,15,203,0,28
7673,11,128,0,19
7674,15,212,0,30
7675,15,204,0,30
7676,15,205,0,30
7677,16,217,0,30
7678,17,213,0,30
7679,16,217,0,30
7680,15,204,0,30
7681,11,125,0,20
7682,16,214,0,30
7683,15,203,0,30
7684,15,203,0,30
7685,15,203,0,30
7686,16,216,0,30
7687,28,372,0,53
7688,11,102,2,14
7689,11,156,0,23
7690,12,155,0,23
7691,30,386,0,60
7692,27,392,0,56
7693,38,370,0,52
7694,23,344,0,45
7695,22,343,0,45
7696,24,342,0,46
7697,25,338,0,46
7698,24,330,0,45
7699,23,336,1,47
7700,27,357,0,49
7701,27,359,0,47
7702,22,324,0,45
7703,22,336,0,45
7704,24,331,0,43
7705,21,324,0,47
7706,21,319,0,45
7707,23,333,0,47
7708,22,332,0,46
7709,26,375,0,61
7710,6,146,0,17
7711,6,138,0,17
7712,26,376,0,52
7713,28,384,0,55
7714,27,382,0,55
7715,12,183,0,27
7716,30,375,0,61
7717,27,376,0,59
7718,27,378,0,59
7719,28,345,0,55
7720,27,371,0,59
7721,28,356,0,58
7722,28,382,0,52
7723,32,379,0,54
7724,26,368,2,54
7725,25,381,0,57
7726,26,382,0,58
7727,29,379,0,55
7728,28,382,0,56
7729,27,364,0,58
7730,7,122,0,15
7731,9,121,0,14
7732,7,121,1,14
7733,32,371,0,50
7734,25,376,0,52
7735,29,370,0,55
7736,27,390,0,60
7737,26,375,0,61
7738,31,356,0,50
7739,28,362,0,48
7740,28,357,0,51
7741,28,354,0,50
7742,27,361,0,49
7743,30,350,0,52
7744,29,356,0,51
7745,30,354,0,51
7746,27,360,0,50
7747,26,319,0,47
7748,24,343,0,47
7749,34,383,0,51
7750,34,332,0,52
7751,19,346,0,53
7752,10,193,0,29
7753,13,195,0,29
7754,11,178,0,28
7755,10,170,0,26
7756,14,192,0,27
7757,13,199,0,29
7758,11,181,0,35
7759,14,184,0,28
7760,11,140,0,28
7761,11,134,0,20
7762,8,120,0,15
7763,7,122,0,15
7764,30,376,0,52
7765,28,378,0,50
7766,25,378,0,49
7767,26,389,0,61
7768,19,312,3,47
7769,22,307,5,45
7770,19,312,3,47
7771,15,246,0,38
7772,13,152,0,24
7773,9,69,1,9
7774,16,285,0,40
7775,24,364,0,61
7776,10,150,0,14
7777,11,150,0,13
7778,11,148,0,15
7779,10,150,0,14
7780,26,339,0,56
7781,21,328,0,47
7782,21,329,0,46
7783,21,328,0,47
7784,21,328,0,47
7785,21,327,0,48
7786,21,327,0,48
7787,31,350,0,49
7788,27,383,0,57
7789,17,199,1,33
7790,15,176,0,26
7791,28,379,0,49
7792,29,368,1,50
7793,30,375,0,49
7794,26,373,0,55
7795,28,370,0,52
7796,27,374,0,50
7797,27,374,0,52
7798,28,361,3,58
7799,20,286,0,42
7800,21,294,0,43
7801,21,294,0,44
7802,22,293,0,46
7803,21,291,0,41
7804,19,293,0,40
7805,20,295,0,38
7806,6,105,0,16
7807,28,380,0,64
7808,28,380,0,64
7809,27,380,0,65
7810,28,380,0,64
7811,27,380,0,65
7812,19,308,0,51
7813,19,308,0,51
7814,19,308,0,51
7815,31,387,0,58
7816,31,388,0,57
7817,30,389,0,57
7818,32,383,0,61
7819,29,375,0,59
7820,26,383,0,57
7821,26,379,0,57
7822,29,374,0,60
7823,29,375,0,59
7824,29,375,0,59
7825,29,375,0,59
7826,26,382,0,58
7827,26,383,0,57
7828,27,382,0,57
7829,26,383,0,57
7830,26,379,0,57
7831,26,379,0,57
7832,26,378,0,58
7833,26,379,0,57
7834,20,351,0,50
7835,32,387,0,59
7836,32,387,0,59
7837,32,387,0,59
7838,32,387,0,59
7839,26,382,0,57
7840,30,380,0,56
7841,20,351,0,50
7842,26,381,0,57
7843,31,380,0,55
7844,30,380,0,56
7845,30,381,0,55
7846,30,381,0,55
7847,27,392,0,57
7848,26,379,0,57
7849,26,382,0,57
7850,41,340,0,49
7851,35,368,3,54
7852,19,258,0,37
7853,17,243,0,41
7854,22,259,0,33
7855,16,271,1,39
7856,25,381,0,66
7857,14,116,0,16
7858,27,364,1,50
7859,28,377,0,51
7860,34,351,0,54
7861,21,314,0,50
7862,26,381,0,57
7863,26,381,0,57
7864,26,381,0,57
7865,25,352,0,53
7866,26,380,0,58
7867,26,381,0,57
7868,26,381,0,57
7869,26,381,0,57
7870,26,381,0,57
7871,29,369,0,55
7872,26,355,2,56
7873,26,388,0,60
7874,26,388,0,60
7875,28,371,0,58
7876,8,116,0,19
7877,9,135,0,19
7878,28,264,0,41
7879,19,269,0,46
7880,18,271,0,43
7881,22,267,0,44
7882,23,266,0,44
7883,23,269,1,41
7884,22,270,0,40
7885,19,272,0,43
7886,26,347,0,51
7887,23,268,0,42
7888,19,269,0,43
7889,18,272,0,42
7890,23,341,0,52
7891,13,227,0,37
7892,9,107,0,20
7893,31,374,0,60
7894,6,32,0,8
7895,10,134,1,21
7896,24,267,0,50
7897,23,313,0,45
7898,30,358,9,52
7899,10,97,0,12
7900,6,71,0,10
7901,8,126,0,16
7902,13,94,0,12
7903,26,375,0,61
7904,42,360,0,60
7905,24,347,0,53
7906,26,350,1,53
7907,24,353,0,60
7908,26,383,0,63
7909,26,383,0,63
7910,27,383,0,62
7911,27,377,0,57
7912,25,382,0,58
7913,31,360,0,55
7914,26,353,0,59
7915,31,365,0,57
7916,28,371,0,60
7917,27,374,0,56
7918,26,372,0,61
7919,21,334,0,50
7920,12,117,0,16
7921,19,328,0,52
7922,25,363,0,59
7923,22,336,0,58
7924,30,374,0,65
7925,29,373,0,66
7926,24,281,0,41
7927,21,349,0,51
7928,27,381,0,64
7929,26,381,0,65
7930,26,375,0,53
7931,29,375,0,57
7932,12,123,0,14
7933,14,164,0,21
7934,15,167,0,20
7935,12,122,0,14
7936,34,384,0,58
7937,33,384,0,60
7938,34,385,0,58
7939,35,384,0,58
7940,34,385,0,58
7941,32,388,0,56
7942,31,390,0,54
7943,32,389,0,55
7944,30,387,0,59
7945,31,390,0,55
7946,30,390,0,56
7947,31,389,0,57
7948,32,388,0,57
7949,32,387,0,57
7950,32,388,0,57
7951,35,384,0,57
7952,31,390,0,56
7953,31,389,0,57
7954,33,386,0,56
7955,31,388,0,57
7956,30,389,0,57
7957,32,388,0,56
7958,31,389,0,56
7959,30,390,0,57
7960,31,389,0,57
7961,31,388,0,57
7962,31,388,0,57
7963,37,382,0,57
7964,26,343,0,48
7965,30,371,2,53
7966,28,378,0,55
7967,28,379,0,54
7968,6,123,0,19
7969,6,123,0,19
7970,6,123,0,18
7971,3,55,0,17
7972,7,83,0,16
7973,7,83,0,16
7974,7,83,0,16
7975,7,84,0,15
7976,7,84,0,15
7977,7,84,0,15
7978,7,84,0,15
7979,7,84,0,15
7980,6,84,0,17
7981,29,380,0,50
7982,22,333,0,48
7983,14,177,0,22
7984,12,176,0,22
7985,25,325,0,44
7986,26,327,0,46
7987,27,362,0,54
7988,34,350,0,50
7989,21,317,0,46
7990,21,338,0,52
7991,22,311,0,47
7992,29,375,0,60
7993,11,116,0,12
7994,32,379,0,56
7995,14,179,0,26
7996,10,145,0,26
7997,17,190,0,23
7998,27,355,0,54
7999,27,355,0,54
8000,14,192,0,28
8001,25,366,0,55
8002,25,370,0,54
8003,27,379,0,55
8004,29,385,0,59
8005,26,195,0,30
8006,30,373,4,63
8007,29,367,0,58
8008,27,369,0,58
8009,27,347,0,56
8010,23,324,0,47
8011,5,84,0,12
8012,5,84,0,12
8013,23,324,0,53
8014,26,331,1,55
8015,27,338,3,46
8016,27,355,0,50
8017,30,357,1,52
8018,25,359,0,53
8019,11,124,0,14
8020,29,376,0,57
8021,25,349,0,61
8022,25,349,0,61
8023,30,377,0,52
8024,24,304,0,44
8025,28,378,0,51
8026,22,352,0,47
8027,28,378,0,53
8028,30,377,0,52
8029,31,375,0,53
8030,6,107,0,16
8031,21,352,0,45
8032,31,378,0,51
8033,11,169,0,26
8034,10,152,0,21
8035,11,169,0,24
8036,8,119,0,24
8037,8,123,0,22
8038,9,125,0,20
8039,8,86,0,8
8040,6,119,0,16
8041,30,366,1,62
8042,31,366,0,57
8043,27,357,0,56
8044,11,157,0,27
8045,6,111,0,16
8046,6,110,0,16
8047,33,372,0,50
8048,33,376,0,50
8049,33,354,0,50
8050,13,143,0,24
8051,32,377,0,52
8052,13,186,0,27
8053,8,146,0,19
8054,15,180,0,20
8055,11,153,0,24
8056,7,142,1,15
8057,28,384,0,52
8058,9,114,0,15
8059,10,146,0,21
8060,24,327,0,48
8061,25,326,0,48
8062,24,327,0,48
8063,25,326,0,48
8064,24,327,0,48
8065,25,323,0,46
8066,25,326,1,47
8067,24,327,0,48
8068,24,327,0,48
8069,37,358,0,54
8070,10,148,0,16
8071,7,149,0,18
8072,11,149,0,13
8073,22,312,0,52
8074,27,341,0,48
8075,27,342,0,49
8076,29,376,0,54
8077,22,350,0,49
8078,24,350,0,47
8079,30,377,0,60
8080,9,120,0,18
8081,8,121,0,18
8082,31,381,0,55
8083,32,380,0,55
8084,31,380,0,56
8085,31,380,0,56
8086,32,371,0,54
8087,22,312,0,52
8088,13,170,0,22
8089,13,170,0,22
8090,14,115,0,18
8091,15,175,0,24
8092,13,103,1,19
8093,9,123,0,18
8094,14,178,0,26
8095,10,122,0,18
8096,10,126,0,19
8097,18,277,0,39
8098,21,316,0,43
8099,28,383,0,51
8100,26,384,0,55
8101,26,389,0,52
8102,26,387,0,54
8103,26,387,0,54
8104,27,386,0,54
8105,27,387,0,53
8106,14,222,0,33
8107,11,208,0,31
8108,21,360,0,52
8109,21,359,0,53
8110,20,358,0,51
8111,22,361,0,52
8112,21,353,0,50
8113,20,352,4,50
8114,20,352,4,50
8115,20,352,0,50
8116,20,355,1,50
8117,26,386,0,57
8118,20,354,0,50
8119,20,352,0,50
8120,20,352,0,50
8121,24,364,0,53
8122,26,380,0,57
8123,20,357,1,51
8124,20,352,0,50
8125,26,379,0,58
8126,26,378,0,56
8127,20,358,0,51
8128,28,385,0,54
8129,27,379,0,55
8130,26,374,0,55
8131,6,121,0,16
8132,7,121,0,16
8133,7,121,0,16
8134,6,115,0,16
8135,8,121,1,20
8136,6,102,0,12
8137,7,121,0,16
8138,27,379,0,55
8139,7,121,0,16
8140,7,121,0,16
8141,26,374,0,55
8142,9,102,0,9
8143,26,388,0,54
8144,27,382,0,60
8145,9,102,0,9
8146,8,102,0,10
8147,22,351,0,48
8148,19,248,0,36
8149,21,269,0,39
8150,6,102,0,12
8151,25,376,0,58
8152,22,326,0,54
8153,28,359,0,61
8154,28,362,0,64
8155,22,367,0,61
8156,8,122,0,22
8157,12,149,0,22
8158,30,377,0,52
8159,30,377,0,52
8160,30,377,0,52
8161,30,377,0,52
8162,30,377,0,52
8163,31,375,0,53
8164,25,373,0,55
8165,8,71,0,11
8166,27,363,0,49
8167,8,124,0,19
8168,8,125,0,18
8169,9,145,0,25
8170,30,383,0,53
8171,31,386,0,53
8172,30,388,0,54
8173,31,385,0,55
8174,31,388,0,53
8175,25,383,0,59
8176,30,387,0,52
8177,14,175,0,17
8178,17,195,0,26
8179,17,195,0,24
8180,17,177,0,26
8181,16,199,0,24
8182,18,188,0,24
8183,18,191,0,29
8184,17,179,0,27
8185,20,171,0,24
8186,13,201,0,29
8187,13,199,0,28
8188,13,196,0,28
8189,16,252,0,35
8190,20,295,0,46
8191,30,383,0,52
8192,34,378,0,54
8193,34,378,0,54
8194,36,376,0,54
8195,34,378,0,54
8196,27,371,2,54
8197,9,133,0,16
8198,7,120,0,16
8199,8,126,0,12
8200,9,126,0,11
8201,9,126,0,11
8202,9,124,0,11
8203,9,124,0,11
8204,8,126,0,12
8205,8,122,0,14
8206,10,126,0,10
8207,9,126,0,11
8208,10,126,0,10
8209,10,126,0,10
8210,10,126,0,10
8211,30,365,0,52
8212,28,377,0,51
8213,25,360,0,50
8214,8,109,0,13
8215,8,109,0,13
8216,9,98,0,11
8217,27,392,0,56
8218,10,162,0,21
8219,24,350,0,47
8220,31,377,0,51
8221,27,378,0,50
8222,24,360,0,51
8223,36,360,0,48
8224,26,368,1,52
8225,28,377,1,56
8226,27,383,0,55
8227,27,378,0,57
8228,9,68,0,11
8229,9,68,0,11
8230,9,68,0,11
8231,9,68,0,11
8232,9,68,0,11
8233,9,68,0,11
8234,9,68,0,11
8235,9,68,0,11
8236,9,68,0,11
8237,9,68,0,11
8238,9,68,0,11
8239,9,68,0,11
8240,9,68,0,11
8241,9,68,0,11
8242,9,68,0,11
8243,9,68,0,11
8244,9,68,0,11
8245,9,68,0,11
8246,9,68,0,11
8247,9,68,0,11
8248,9,68,0,11
8249,9,68,0,11
8250,9,68,0,11
8251,9,68,0,11
8252,9,68,0,11
8253,9,68,0,11
8254,9,68,0,11
8255,9,68,0,11
8256,9,68,0,11
8257,9,68,0,11
8258,9,68,0,11
8259,9,68,0,11
8260,9,68,0,11
8261,9,68,0,11
8262,9,68,0,11
8263,9,68,0,11
8264,9,68,0,11
8265,9,68,0,11
8266,9,68,0,11
8267,9,68,0,11
8268,9,68,0,11
8269,9,68,0,11
8270,9,68,0,11
8271,9,68,0,11
8272,9,68,0,11
8273,9,68,0,11
8274,9,68,0,11
8275,9,68,0,11
8276,9,68,0,11
8277,9,68,0,11
8278,9,68,0,11
8279,9,68,0,11
8280,9,68,0,11
8281,9,68,0,11
8282,9,68,0,11
8283,9,68,0,11
8284,9,68,0,11
8285,9,68,0,11
8286,9,68,0,11
8287,9,68,0,11
8288,9,68,0,11
8289,9,68,0,11
8290,9,68,0,11
8291,9,68,0,11
8292,9,68,0,11
8293,9,68,0,11
8294,9,68,0,11
8295,9,68,0,11
8296,9,68,0,11
8297,9,68,0,11
8298,9,68,0,11
8299,9,68,0,11
8300,9,68,0,11
8301,9,68,0,11
8302,9,68,0,11
8303,9,68,0,11
8304,29,386,0,61
8305,30,387,0,58
8306,15,257,0,37
8307,16,256,0,37
8308,27,382,0,57
8309,20,337,0,55
8310,9,129,0,22
8311,9,129,0,22
8312,20,310,0,43
8313,27,382,0,57
8314,18,318,0,54
8315,10,164,0,29
8316,7,118,0,22
8317,7,124,0,23
8318,8,124,0,20
8319,8,116,0,26
8320,8,126,0,18
8321,8,124,0,18
8322,21,125,0,22
8323,8,122,1,17
8324,8,109,0,13
8325,9,98,0,11
8326,7,109,0,13
8327,7,109,0,13
8328,8,97,0,12
8329,8,110,0,12
8330,9,124,0,21
8331,8,93,0,10
8332,11,104,0,10
8333,5,85,0,15
8334,10,120,0,13
8335,38,374,0,53
8336,30,380,0,57
8337,33,375,0,57
8338,32,377,0,57
8339,17,317,1,48
8340,32,379,0,53
8341,18,231,0,39
8342,18,283,1,37
8343,24,328,0,44
8344,24,361,0,57
8345,31,390,0,55
8346,17,229,0,31
8347,17,224,0,29
8348,10,121,0,13
8349,3,50,0,8
8350,10,121,0,13
8351,10,116,0,13
8352,9,109,0,13
8353,10,103,0,12
8354,10,121,0,13
8355,3,47,0,6
8356,9,98,0,12
8357,9,114,0,13
8358,9,110,0,13
8359,10,112,0,13
8360,10,121,0,13
8361,10,117,0,13
8362,9,116,0,13
8363,10,119,0,13
8364,9,117,0,13
8365,10,103,0,12
8366,19,249,0,30
8367,11,144,1,21
8368,11,141,0,19
8369,25,331,0,54
8370,27,315,1,42
8371,27,332,0,49
8372,22,298,0,45
8373,23,316,0,49
8374,22,315,0,48
8375,24,339,1,53
8376,30,339,2,50
8377,27,313,0,44
8378,25,314,0,49
8379,22,327,0,51
8380,28,310,0,49
8381,31,321,0,48
8382,26,330,2,53
8383,24,325,0,52
8384,27,333,2,47
8385,30,319,0,48
8386,23,326,0,54
8387,10,136,0,18
8388,16,178,0,28
8389,16,170,0,27
8390,22,186,0,26
8391,15,222,0,34
8392,32,385,0,56
8393,30,354,0,55
8394,31,386,0,59
8395,31,387,0,58
8396,30,388,0,58
8397,31,385,0,60
8398,30,388,0,58
8399,30,388,0,58
8400,30,388,0,58
8401,20,322,0,58
8402,20,322,0,58
8403,20,322,0,58
8404,7,96,0,12
8405,11,123,0,16
8406,27,369,0,58
8407,27,369,0,58
8408,15,181,0,32
8409,7,126,0,19
8410,14,195,0,36
8411,9,185,0,35
8412,10,186,0,35
8413,10,203,0,38
8414,10,191,0,36
8415,10,193,0,36
8416,6,117,0,12
8417,31,388,0,53
8418,19,231,0,34
8419,28,374,0,58
8420,31,381,0,54
8421,33,379,0,54
8422,25,341,0,56
8423,35,359,0,57
8424,30,376,0,53
8425,32,372,0,56
8426,23,351,0,52
8427,26,344,0,52
8428,28,370,0,55
8429,23,324,0,53
8430,28,348,0,56
8431,27,348,0,51
8432,28,370,0,55
8433,29,364,6,58
8434,27,350,0,54
8435,5,109,0,12
8436,5,109,0,12
8437,14,184,0,30
8438,27,377,0,58
8439,19,220,0,39
8440,31,360,0,50
8441,27,357,0,50
8442,27,380,0,53
8443,31,376,0,52
8444,27,375,0,58
8445,28,377,0,50
8446,10,143,0,22
8447,12,135,0,24
8448,10,141,0,24
8449,31,384,0,52
8450,13,168,0,28
8451,9,118,0,21
8452,10,124,0,21
8453,10,123,0,22
8454,28,377,0,52
8455,18,167,0,29
8456,19,309,0,50
8457,33,387,0,56
8458,28,383,0,55
8459,8,125,0,21
8460,26,353,0,50
8461,26,387,0,60
8462,26,387,0,60
8463,26,387,0,60
8464,26,386,0,61
8465,31,390,0,55
8466,31,390,0,55
8467,31,390,0,55
8468,31,389,0,56
8469,31,390,0,55
8470,31,390,0,55
8471,31,390,0,55
8472,30,391,0,55
8473,31,389,0,56
8474,19,308,0,51
8475,19,308,0,51
8476,19,308,0,51
8477,26,390,0,58
8478,32,388,0,56
8479,31,387,0,59
8480,26,365,0,61
8481,27,362,0,53
8482,29,380,0,55
8483,6,32,0,8
8484,31,372,0,51
8485,30,373,0,49
8486,29,371,0,52
8487,30,372,0,52
8488,41,363,0,61
8489,27,380,0,54
8490,36,358,0,59
8491,33,371,0,60
8492,27,378,0,58
8493,28,380,0,61
8494,37,352,0,64
8495,39,368,1,60
8496,27,378,0,57
8497,22,349,0,42
8498,27,379,0,56
8499,32,379,0,53
8500,32,380,0,57
8501,30,375,0,52
8502,30,378,0,52
8503,28,348,0,49
8504,24,357,0,51
8505,10,127,0,16
8506,14,166,0,18
8507,33,386,0,54
8508,26,362,0,65
8509,22,336,0,45
8510,10,125,0,14
8511,12,123,0,14
8512,11,120,3,14
8513,10,124,1,14
8514,11,120,3,14
8515,4,62,0,9
8516,10,123,0,16
8517,10,123,0,16
8518,10,123,0,16
8519,10,123,0,16
8520,10,123,0,16
8521,10,123,0,16
8522,10,123,0,16
8523,10,123,0,16
8524,7,93,0,13
8525,10,123,0,16
8526,10,110,1,12
8527,14,121,1,13
8528,11,123,2,13
8529,12,123,1,13
8530,10,125,0,14
8531,10,123,0,16
8532,10,120,0,14
8533,29,382,0,52
8534,25,365,0,60
8535,26,359,0,60
8536,9,125,0,18
8537,27,390,0,59
8538,27,376,0,58
8539,27,377,0,58
8540,31,369,0,58
8541,28,376,0,58
8542,27,377,0,58
8543,27,377,0,58
8544,29,377,0,56
8545,27,377,0,58
8546,28,368,0,56
8547,28,374,0,56
8548,27,378,0,56
8549,25,309,0,46
8550,21,314,0,45
8551,22,312,0,47
8552,22,312,0,45
8553,29,308,0,44
8554,24,310,0,45
8555,21,317,0,43
8556,20,317,0,43
8557,19,311,0,51
8558,21,313,0,46
8559,22,313,0,43
8560,26,309,0,45
8561,17,315,0,49
8562,21,314,0,45
8563,20,327,0,50
8564,22,328,0,45
8565,22,328,0,45
8566,25,324,0,48
8567,29,343,1,51
8568,22,328,0,45
8569,28,339,0,47
8570,25,341,0,48
8571,25,341,0,48
8572,25,342,0,47
8573,25,341,0,48
8574,25,341,0,48
8575,25,340,0,49
8576,7,120,0,17
8577,7,122,0,18
8578,28,359,0,56
8579,27,370,0,53
8580,7,68,0,8
8581,13,194,0,28
8582,10,132,0,14
8583,31,375,0,54
8584,10,152,0,24
8585,16,203,0,33
8586,15,196,0,33
8587,15,199,0,35
8588,16,198,0,32
8589,14,200,0,31
8590,14,200,0,32
8591,14,200,0,32
8592,16,198,0,32
8593,15,197,0,32
8594,16,198,0,32
8595,15,198,0,33
8596,15,199,0,31
8597,13,193,0,32
8598,18,202,0,26
8599,18,200,0,26
8600,20,193,0,24
8601,20,194,0,23
8602,17,191,0,27
8603,19,190,0,24
8604,20,189,0,24
8605,27,380,0,52
8606,10,145,0,25
8607,28,370,0,55
8608,27,367,0,59
8609,19,156,0,23
8610,16,178,0,22
8611,19,182,0,27
8612,19,166,0,25
8613,15,166,0,29
8614,19,156,0,22
8615,20,184,0,27
8616,19,183,0,27
8617,13,167,0,19
8618,18,172,0,27
8619,19,146,0,25
8620,19,154,0,22
8621,10,163,0,26
8622,8,140,0,21
8623,8,87,0,11
8624,26,390,0,60
8625,26,389,0,61
8626,26,388,0,62
8627,26,390,0,60
8628,26,390,0,60
8629,26,390,0,60
8630,26,390,0,60
8631,26,390,0,60
8632,27,389,0,60
8633,26,390,0,60
8634,7,130,0,21
8635,13,159,0,28
8636,13,138,0,21
8637,8,124,0,20
8638,9,133,0,22
8639,8,125,0,19
8640,7,114,0,22
8641,26,322,0,40
8642,25,346,0,47
8643,7,151,0,30
8644,19,316,0,46
8645,18,317,0,44
8646,16,285,0,40
8647,27,370,1,54
8648,18,317,0,44
8649,18,317,0,44
8650,18,316,0,45
8651,13,116,0,13
8652,11,129,0,12
8653,20,214,4,28
8654,7,88,0,13
8655,11,128,1,22
8656,23,322,0,52
8657,7,129,0,19
8658,7,129,0,19
8659,7,130,0,18
8660,10,131,0,14
8661,10,131,0,14
8662,10,131,0,14
8663,11,130,0,14
8664,10,130,0,15
8665,10,130,0,15
8666,28,367,0,55
8667,26,369,0,63
8668,26,361,0,62
8669,26,372,0,60
8670,26,368,0,63
8671,25,363,0,61
8672,13,157,0,27
8673,12,145,0,23
8674,8,120,0,15
8675,25,327,0,50
8676,21,330,0,51
8677,19,294,1,45
8678,25,326,0,51
8679,24,329,0,51
8680,20,345,0,53
8681,20,342,0,55
8682,21,341,0,56
8683,20,342,0,55
8684,20,342,0,55
8685,32,377,0,57
8686,32,377,0,54
8687,29,378,0,56
8688,31,379,0,53
8689,30,377,0,52
8690,25,217,0,33
8691,15,203,0,36
8692,15,201,0,37
8693,15,202,0,32
8694,23,215,0,37
8695,17,212,0,33
8696,18,209,0,35
8697,16,212,0,34
8698,19,209,0,34
8699,17,210,0,35
8700,19,211,0,37
8701,18,210,0,34
8702,17,211,0,34
8703,21,214,0,36
8704,16,210,0,36
8705,18,208,0,36
8706,16,210,0,35
8707,18,207,0,37
8708,21,352,0,46
8709,14,152,0,26
8710,9,149,0,24
8711,12,134,0,21
8712,9,157,0,26
8713,9,149,0,24
8714,9,145,0,25
8715,10,154,0,25
8716,10,144,0,25
8717,9,148,0,24
8718,9,146,0,25
8719,9,154,0,26
8720,10,143,0,24
8721,9,133,0,19
8722,27,368,0,55
8723,30,372,0,61
8724,24,330,0,50
8725,33,323,0,50
8726,25,332,0,49
8727,25,329,0,49
8728,24,328,2,50
8729,26,398,0,53
8730,9,121,0,12
8731,31,356,0,53
8732,33,357,0,50
8733,31,356,0,53
8734,24,348,0,55
8735,29,374,1,59
8736,12,111,0,20
8737,10,123,0,13
8738,26,359,0,55
8739,23,312,1,48
8740,24,357,0,60
8741,27,348,0,63
8742,20,331,0,51
8743,13,204,0,34
8744,14,206,0,33
8745,14,243,0,40
8746,10,144,0,22
8747,11,172,0,27
8748,5,80,1,16
8749,24,330,0,49
8750,24,366,0,51
8751,26,376,0,60
8752,26,376,0,60
8753,27,375,0,60
8754,27,375,0,60
8755,17,273,0,46
8756,7,151,0,27
8757,8,161,0,31
8758,12,185,0,37
8759,23,360,0,56
8760,28,374,0,60
8761,13,169,0,26
8762,13,169,0,26
8763,38,384,0,53
8764,36,384,0,54
8765,34,388,0,53
8766,13,205,0,35
8767,17,196,0,26
8768,8,120,0,20
8769,36,388,0,53
8770,15,189,0,33
8771,34,387,0,55
8772,25,366,0,58
