length,family,nussinov_precision,nussinov_recall,nussinov_f1,nussinov_precision_shift,nussinov_recall_shift,nussinov_f1_shift,viennaRNA_precision,viennaRNA_recall,viennaRNA_f1,viennaRNA_precision_shift,viennaRNA_recall_shift,viennaRNA_f1_shift,contrafold_precision,contrafold_recall,contrafold_f1,contrafold_precision_shift,contrafold_recall_shift,contrafold_f1_shift,CNNfold_precision,CNNfold_recall,CNNfold_f1,CNNfold_precision_shift,CNNfold_recall_shift,CNNfold_f1_shift,RNAUnet_precision,RNAUnet_recall,RNAUnet_f1,RNAUnet_precision_shift,RNAUnet_recall_shift,RNAUnet_f1_shift
356,tmRNA,0.1349206417798996,0.1666666716337204,0.1491228193044662,0.190476194024086,0.2352941185235977,0.2105263173580169,0.4122807085514068,0.4607843160629272,0.4351852238178253,0.4649122953414917,0.5196078419685364,0.4907407462596893,0.365217387676239,0.4117647111415863,0.3870967924594879,0.417391300201416,0.4705882370471954,0.4423963129520416,0.5185185074806213,0.4117647111415863,0.4590164124965668,0.5185185074806213,0.4117647111415863,0.4590164124965668,0.9313725233078004,0.9313725233078004,0.9313725233078004,0.9901960492134094,0.9901960492134094,0.9901960492134094
120,5S rRNA,0.1395348906517028,0.1764705926179886,0.1558441817760467,0.1860465109348297,0.2352941185235977,0.2077922075986862,0.7692307829856873,0.8823529481887817,0.8219178318977356,0.8205128312110901,0.9411764740943908,0.8767123222351074,0.7749999761581421,0.911764681339264,0.8378377556800842,0.800000011920929,0.9411764740943908,0.8648648858070374,0.9714285731315612,1.0,0.9855071902275084,0.9714285731315612,1.0,0.9855071902275084,1.0,0.970588207244873,0.9850746393203736,1.0,0.970588207244873,0.9850746393203736
368,tmRNA,0.077519379556179,0.1020408198237419,0.0881057232618331,0.1317829489707946,0.1734693944454193,0.1497797518968582,0.4576271176338196,0.5510203838348389,0.5,0.4661017060279846,0.5612244606018066,0.5092592835426331,0.4214875996112823,0.5204081535339355,0.465753436088562,0.4297520518302917,0.5306122303009033,0.4748858213424682,0.9583333134651184,0.9387755393981934,0.9484536647796632,0.96875,0.9489796161651612,0.9587628841400146,0.9896907210350036,0.9795918464660645,0.9846153855323792,0.9896907210350036,0.9795918464660645,0.9846153855323792
117,5S rRNA,0.0,0.0,0.0,0.0731707289814949,0.0909090936183929,0.0810810849070549,0.5405405163764954,0.6060606241226196,0.5714285373687744,0.5945945978164673,0.6666666865348816,0.6285714507102966,0.7179487347602844,0.8484848737716675,0.7777777910232544,0.7692307829856873,0.9090909361839294,0.8333333134651184,1.0,0.939393937587738,0.9687499403953552,1.0,0.939393937587738,0.9687499403953552,1.0,0.9696969985961914,0.9846153855323792,1.0,0.9696969985961914,0.9846153855323792
408,group I intron,0.050000000745058,0.0578512400388717,0.0536398477852344,0.0928571447730064,0.1074380129575729,0.0996168628334999,0.5546875,0.586776852607727,0.5702810883522034,0.6328125,0.6694214940071106,0.6506024599075317,0.6218487620353699,0.6115702390670776,0.6166666746139526,0.7058823704719543,0.6942148804664612,0.699999988079071,0.9439252614974976,0.8347107172012329,0.8859649300575256,0.962616801261902,0.8512396812438965,0.903508722782135,0.8771929740905762,0.8264462947845459,0.8510638475418091,0.921052634716034,0.8677685856819153,0.8936170339584351
475,RNaseP,0.0880503132939338,0.0972222238779068,0.0924092382192611,0.138364776968956,0.1527777761220932,0.1452145129442215,0.6711409687995911,0.6944444179534912,0.6825938820838928,0.6979866027832031,0.7222222089767456,0.7098976373672485,0.7792207598686218,0.8333333134651184,0.8053691387176514,0.8116883039474487,0.8680555820465088,0.8389261960983276,0.911764681339264,0.6458333134651184,0.7560975551605225,0.9313725233078004,0.6597222089767456,0.772357702255249,1.0,0.7083333134651184,0.8292683362960815,1.0,0.7083333134651184,0.8292683362960815
78,tRNA,0.3793103396892547,0.523809552192688,0.4399999976158142,0.4137931168079376,0.5714285969734192,0.4799999892711639,0.875,1.0,0.9333333373069764,0.875,1.0,0.9333333373069764,0.875,1.0,0.9333333373069764,0.875,1.0,0.9333333373069764,0.91304349899292,1.0,0.9545454382896424,0.91304349899292,1.0,0.9545454382896424,1.0,0.9523809552192688,0.9756097793579102,1.0,0.9523809552192688,0.9756097793579102
117,SRP,0.3255814015865326,0.5,0.3943661749362945,0.3720930218696594,0.5714285969734192,0.4507042467594147,0.3000000119209289,0.4285714328289032,0.3529412150382995,0.4000000059604645,0.5714285969734192,0.4705882370471954,0.2926829159259796,0.4285714328289032,0.3478260636329651,0.3902438879013061,0.5714285969734192,0.4637681245803833,0.4827586114406585,0.5,0.4912280440330505,0.5862069129943848,0.6071428656578064,0.5964912176132202,0.4137931168079376,0.4285714328289032,0.4210526347160339,0.5517241358757019,0.5714285969734192,0.5614035129547119
75,tRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666567325592,0.3333333432674408,0.3111111223697662,0.2916666567325592,0.3333333432674408,0.3111111223697662,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809552192688,0.9756097793579102,1.0,0.9523809552192688,0.9756097793579102
77,tRNA,0.0714285746216774,0.1000000014901161,0.0833333358168602,0.2142857164144516,0.3000000119209289,0.25,0.2399999946355819,0.3000000119209289,0.2666666805744171,0.2399999946355819,0.3000000119209289,0.2666666805744171,0.4399999976158142,0.550000011920929,0.4888888895511627,0.4399999976158142,0.550000011920929,0.4888888895511627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
371,tmRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.4047619104385376,0.5049505233764648,0.4493392407894134,0.4047619104385376,0.5049505233764648,0.4493392407894134,0.3852458894252777,0.4653465449810028,0.4215246737003326,0.3852458894252777,0.4653465449810028,0.4215246737003326,0.8712871074676514,0.8712871074676514,0.8712871074676514,0.8811880946159363,0.8811880946159363,0.8811880946159363,0.9607843160629272,0.9702970385551452,0.9655172228813172,0.9607843160629272,0.9702970385551452,0.9655172228813172
79,SRP,0.5555555820465088,0.6818181872367859,0.6122449040412903,0.6666666865348816,0.8181818127632141,0.7346938848495483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444477558136,0.1818181872367859,0.2580645084381103,0.4444444477558136,0.1818181872367859,0.2580645084381103,0.0,0.0,0.0,0.0,0.0,0.0
170,SRP,0.1774193495512008,0.2156862765550613,0.1946902722120285,0.2096774131059646,0.2549019753932953,0.2300884872674942,0.2777777910232544,0.294117659330368,0.2857142984867096,0.2777777910232544,0.294117659330368,0.2857142984867096,0.0508474558591842,0.0588235296308994,0.0545454546809196,0.0508474558591842,0.0588235296308994,0.0545454546809196,0.3125,0.1960784345865249,0.2409638613462448,0.3125,0.1960784345865249,0.2409638613462448,1.0,0.901960790157318,0.9484536051750184,1.0,0.901960790157318,0.9484536051750184
76,tRNA,0.4074074029922485,0.550000011920929,0.4680851101875305,0.4444444477558136,0.6000000238418579,0.5106382966041565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949999988079071,0.9743589162826538,1.0,0.949999988079071,0.9743589162826538
297,SRP,0.0,0.0,0.0,0.0,0.0,0.0,0.6597937941551208,0.695652186870575,0.6772486567497253,0.7216494679450989,0.760869562625885,0.7407407164573669,0.6632652878761292,0.70652174949646,0.6842105388641357,0.7244898080825806,0.77173912525177,0.7473684549331665,0.8783783912658691,0.70652174949646,0.7831325531005859,0.8783783912658691,0.70652174949646,0.7831325531005859,0.9772727489471436,0.93478262424469,0.9555555582046508,0.9886363744735718,0.945652186870575,0.9666666984558104
88,SRP,0.4848484992980957,0.6153846383094788,0.5423728823661804,0.5454545617103577,0.692307710647583,0.610169529914856,0.8333333134651184,0.9615384340286256,0.8928570747375488,0.8333333134651184,0.9615384340286256,0.8928570747375488,0.78125,0.9615384340286256,0.8620690107345581,0.78125,0.9615384340286256,0.8620690107345581,0.523809552192688,0.4230769276618957,0.4680851399898529,0.523809552192688,0.4230769276618957,0.4680851399898529,0.92592591047287,0.9615384340286256,0.9433962106704712,0.92592591047287,0.9615384340286256,0.9433962106704712
335,RNaseP,0.1217391267418861,0.1458333283662796,0.1327014118432998,0.1304347813129425,0.15625,0.1421800851821899,0.6601941585540771,0.7083333134651184,0.6834170818328857,0.708737850189209,0.7604166865348816,0.733668327331543,0.7157894968986511,0.7083333134651184,0.7120419144630432,0.7473683953285217,0.7395833134651184,0.7434554696083069,0.91566264629364,0.7916666865348816,0.8491620421409607,0.9277108311653136,0.8020833134651184,0.8603352308273315,0.9397590160369872,0.8125,0.8715083599090576,0.9518072009086608,0.8229166865348816,0.8826815485954285
123,5S rRNA,0.1860465109348297,0.2285714298486709,0.2051281929016113,0.2093023210763931,0.2571428716182709,0.2307692170143127,0.7948718070983887,0.8857142925262451,0.8378378748893738,0.7948718070983887,0.8857142925262451,0.8378378748893738,0.75,0.8571428656578064,0.7999999523162842,0.75,0.8571428656578064,0.7999999523162842,0.9677419066429138,0.8571428656578064,0.9090908765792848,1.0322580337524414,0.9142857193946838,0.9696969389915466,1.0,0.9714285731315612,0.9855071902275084,1.0,0.9714285731315612,0.9855071902275084
120,5S rRNA,0.1860465109348297,0.2222222238779068,0.202531635761261,0.1860465109348297,0.2222222238779068,0.202531635761261,0.8500000238418579,0.9444444179534912,0.8947368264198303,0.8500000238418579,0.9444444179534912,0.8947368264198303,0.6976743936538696,0.8333333134651184,0.7594936490058899,0.7906976938247681,0.9444444179534912,0.8607594966888428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222089767456,0.98591548204422,1.0,0.9722222089767456,0.98591548204422
348,tmRNA,0.0406504049897193,0.0515463910996913,0.0454545468091964,0.0731707289814949,0.0927835032343864,0.0818181782960891,0.4018691480159759,0.4432989656925201,0.4215686321258545,0.4018691480159759,0.4432989656925201,0.4215686321258545,0.542553186416626,0.5257731676101685,0.5340313911437988,0.542553186416626,0.5257731676101685,0.5340313911437988,0.79347825050354,0.7525773048400879,0.7724867463111877,0.804347813129425,0.7628865838050842,0.7830687761306763,0.8850574493408203,0.7938144207000732,0.8369565606117249,0.8965517282485962,0.8041236996650696,0.8478260636329651
387,16S rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0743801668286323,0.121621623635292,0.0923076942563057,0.0743801668286323,0.121621623635292,0.0923076942563057,0.1098901107907295,0.1351351290941238,0.1212121099233627,0.1098901107907295,0.1351351290941238,0.1212121099233627,0.1388888955116272,0.1351351290941238,0.1369863152503967,0.1388888955116272,0.1351351290941238,0.1369863152503967,0.2432432472705841,0.121621623635292,0.1621621549129486,0.2432432472705841,0.121621623635292,0.1621621549129486
119,5S rRNA,0.2000000029802322,0.25,0.222222238779068,0.2249999940395355,0.28125,0.2499999701976776,0.25,0.25,0.25,0.25,0.25,0.25,0.2432432472705841,0.28125,0.2608695924282074,0.2432432472705841,0.28125,0.2608695924282074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,0.9841269850730896,1.0,0.96875,0.9841269850730896
120,5S rRNA,0.2051282078027725,0.2424242496490478,0.2222222238779068,0.2564102709293365,0.3030303120613098,0.2777777910232544,0.8611111044883728,0.939393937587738,0.8985506892204285,0.8611111044883728,0.939393937587738,0.8985506892204285,0.7560975551605225,0.939393937587738,0.837837815284729,0.7560975551605225,0.939393937587738,0.837837815284729,1.0,0.9090909361839294,0.9523809552192688,1.0,0.9090909361839294,0.9523809552192688,1.0,0.8484848737716675,0.9180328249931335,1.0,0.8484848737716675,0.9180328249931335
75,tRNA,0.0869565233588218,0.1052631586790084,0.0952381044626236,0.0869565233588218,0.1052631586790084,0.0952381044626236,0.2631579041481018,0.2631579041481018,0.2631579041481018,0.2631579041481018,0.2631579041481018,0.2631579041481018,0.6000000238418579,0.4736842215061188,0.529411792755127,0.6000000238418579,0.4736842215061188,0.529411792755127,0.8181818127632141,0.4736842215061188,0.5999999642372131,0.8181818127632141,0.4736842215061188,0.5999999642372131,1.0,0.7894737124443054,0.8823529481887817,1.0,0.7894737124443054,0.8823529481887817
118,5S rRNA,0.1162790730595588,0.15625,0.1333333402872085,0.1627907007932663,0.21875,0.1866666674613952,0.7631579041481018,0.90625,0.8285714387893677,0.7894737124443054,0.9375,0.8571428656578064,0.7631579041481018,0.90625,0.8285714387893677,0.7894737124443054,0.9375,0.8571428656578064,0.9696969985961914,1.0,0.9846153855323792,0.9696969985961914,1.0,0.9846153855323792,1.0,0.8125,0.8965517282485962,1.0,0.8125,0.8965517282485962
367,tmRNA,0.1627907007932663,0.2058823555707931,0.1818181872367859,0.1705426424741745,0.2156862765550613,0.190476194024086,0.450980395078659,0.450980395078659,0.450980395078659,0.450980395078659,0.450980395078659,0.450980395078659,0.6847826242446899,0.6176470518112183,0.6494845151901245,0.70652174949646,0.6372548937797546,0.6701030731201172,0.9158878326416016,0.9607843160629272,0.937799036502838,0.9345794320106506,0.9803921580314636,0.9569377899169922,1.0,0.9803921580314636,0.9900989532470704,1.0,0.9803921580314636,0.9900989532470704
117,5S rRNA,0.2000000029802322,0.25,0.222222238779068,0.2000000029802322,0.25,0.222222238779068,0.7142857313156128,0.78125,0.7462686896324158,0.7142857313156128,0.78125,0.7462686896324158,0.7222222089767456,0.8125,0.7647058367729187,0.7222222089767456,0.8125,0.7647058367729187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,0.9841269850730896,1.0,0.96875,0.9841269850730896
120,5S rRNA,0.190476194024086,0.2285714298486709,0.2077922075986862,0.190476194024086,0.2285714298486709,0.2077922075986862,0.6666666865348816,0.6857143044471741,0.6760563850402832,0.6666666865348816,0.6857143044471741,0.6760563850402832,0.7105262875556946,0.7714285850524902,0.7397260069847107,0.7105262875556946,0.7714285850524902,0.7397260069847107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,5S rRNA,0.190476194024086,0.2424242496490478,0.2133333534002304,0.190476194024086,0.2424242496490478,0.2133333534002304,0.3333333432674408,0.3939394056797027,0.3611111342906952,0.3333333432674408,0.3939394056797027,0.3611111342906952,0.6842105388641357,0.7878788113594055,0.7323943972587585,0.6842105388641357,0.7878788113594055,0.7323943972587585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9696969985961914,0.9846153855323792,1.0,0.9696969985961914,0.9846153855323792
268,group I intron,0.0777777805924415,0.0909090936183929,0.0838323459029197,0.0777777805924415,0.0909090936183929,0.0838323459029197,0.6976743936538696,0.7792207598686218,0.7361962795257568,0.7209302186965942,0.8051947951316833,0.7607362270355225,0.7848101258277893,0.8051947951316833,0.7948718070983887,0.797468364238739,0.8181818127632141,0.807692289352417,0.8461538553237915,0.7142857313156128,0.7746478915214539,0.8769230842590332,0.7402597665786743,0.8028168678283691,0.9032257795333862,0.7272727489471436,0.8057554364204407,0.9354838728904724,0.7532467246055603,0.8345323801040649
121,5S rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857164144516,0.2647058963775635,0.2368421107530594,0.2142857164144516,0.2647058963775635,0.2368421107530594,0.4871794879436493,0.5588235259056091,0.5205479860305786,0.4871794879436493,0.5588235259056091,0.5205479860305786,1.0,0.970588207244873,0.9850746393203736,1.0,0.970588207244873,0.9850746393203736,1.0,1.0,1.0,1.0,1.0,1.0
77,tRNA,0.2592592537403106,0.3499999940395355,0.2978723347187042,0.4074074029922485,0.550000011920929,0.4680851101875305,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333432674408,0.550000011920929,0.5,0.4583333432674408,0.550000011920929,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,tmRNA,0.1666666716337204,0.2178217768669128,0.1888412088155746,0.2121212184429168,0.2772277295589447,0.2403433471918106,0.474137932062149,0.5445544719696045,0.5069124698638916,0.4913793206214905,0.5643564462661743,0.5253456234931946,0.6095238327980042,0.6336633563041687,0.6213592290878296,0.6190476417541504,0.6435643434524536,0.6310679912567139,0.9595959782600404,0.9405940771102904,0.949999988079071,0.9797979593276978,0.9603960514068604,0.9699999690055848,1.0,0.9900990128517152,0.9950249195098876,1.0,0.9900990128517152,0.9950249195098876
120,5S rRNA,0.125,0.1428571492433548,0.1333333402872085,0.2000000029802322,0.2285714298486709,0.213333323597908,0.8918918967247009,0.9428571462631226,0.9166666865348816,0.9189189076423644,0.9714285731315612,0.9444444179534912,0.8918918967247009,0.9428571462631226,0.9166666865348816,0.9189189076423644,0.9714285731315612,0.9444444179534912,0.970588207244873,0.9428571462631226,0.95652174949646,1.0,0.9714285731315612,0.9855071902275084,0.970588207244873,0.9428571462631226,0.95652174949646,1.0,0.9714285731315612,0.9855071902275084
119,5S rRNA,0.1860465109348297,0.2285714298486709,0.2051281929016113,0.2093023210763931,0.2571428716182709,0.2307692170143127,0.8888888955116272,0.9142857193946838,0.9014084339141846,0.9166666865348816,0.9428571462631226,0.9295774698257446,0.6410256624221802,0.7142857313156128,0.6756756901741028,0.692307710647583,0.7714285850524902,0.7297297716140747,0.9428571462631226,0.9428571462631226,0.9428571462631226,0.9714285731315612,0.9714285731315612,0.9714285731315612,1.0,0.9714285731315612,0.9855071902275084,1.0,0.9714285731315612,0.9855071902275084
303,RNaseP,0.0769230797886848,0.0898876413702964,0.0829015523195266,0.0769230797886848,0.0898876413702964,0.0829015523195266,0.6391752362251282,0.6966292262077332,0.6666666865348816,0.6804123520851135,0.7415730357170105,0.7096773982048035,0.7317073345184326,0.6741573214530945,0.7017543911933899,0.7439024448394775,0.6853932738304138,0.7134503126144409,0.9367088675498962,0.8314606547355652,0.8809523582458496,0.9367088675498962,0.8314606547355652,0.8809523582458496,0.9166666865348816,0.7415730357170105,0.8198757767677307,0.9166666865348816,0.7415730357170105,0.8198757767677307
272,SRP,0.0729166641831398,0.0795454531908035,0.0760869458317756,0.0729166641831398,0.0795454531908035,0.0760869458317756,0.7395833134651184,0.8068181872367859,0.77173912525177,0.7916666865348816,0.8636363744735718,0.8260869979858398,0.7582417726516724,0.7840909361839294,0.7709497809410095,0.8021978139877319,0.8295454382896423,0.8156424760818481,0.9879518151283264,0.931818187236786,0.9590643644332886,0.9879518151283264,0.931818187236786,0.9590643644332886,0.9879518151283264,0.931818187236786,0.9590643644332886,1.0,0.943181812763214,0.9707602858543396
396,tmRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.1603053361177444,0.6176470518112183,0.2545454502105713,0.1679389327764511,0.6470588445663452,0.2666666805744171,0.0819672122597694,0.294117659330368,0.128205120563507,0.0983606576919555,0.3529411852359772,0.1538461446762085,0.7083333134651184,0.5,0.5862069129943848,0.7083333134651184,0.5,0.5862069129943848,0.959999978542328,0.7058823704719543,0.8135592937469482,0.959999978542328,0.7058823704719543,0.8135592937469482
359,RNaseP,0.1360000073909759,0.1478260904550552,0.1416666656732559,0.1599999964237213,0.1739130467176437,0.1666666716337204,0.5855855941772461,0.5652173757553101,0.5752212405204773,0.6036036014556885,0.582608699798584,0.5929203629493713,0.7130434513092041,0.7130434513092041,0.7130434513092041,0.7130434513092041,0.7130434513092041,0.7130434513092041,0.9578947424888612,0.791304349899292,0.8666666150093079,0.9789473414421082,0.8086956739425659,0.8857143521308899,1.0,0.791304349899292,0.8834951519966125,1.0,0.791304349899292,0.8834951519966125
118,5S rRNA,0.125,0.1515151560306549,0.1369863003492355,0.1749999970197677,0.2121212184429168,0.1917808353900909,0.4736842215061188,0.5454545617103577,0.5070422887802124,0.4736842215061188,0.5454545617103577,0.5070422887802124,0.7837837934494019,0.8787878751754761,0.8285714387893677,0.7837837934494019,0.8787878751754761,0.8285714387893677,0.970588207244873,1.0,0.9850746393203736,0.970588207244873,1.0,0.9850746393203736,1.0,1.0,1.0,1.0,1.0,1.0
99,SRP,0.7567567825317383,0.8235294222831726,0.7887324094772339,0.837837815284729,0.911764681339264,0.8732393980026245,0.8857142925262451,0.911764681339264,0.8985507488250732,0.9428571462631226,0.970588207244873,0.95652174949646,0.8857142925262451,0.911764681339264,0.8985507488250732,0.9142857193946838,0.9411764740943908,0.9275362491607666,0.7083333134651184,0.5,0.5862069129943848,0.875,0.6176470518112183,0.7241379022598267,0.6666666865348816,0.5882353186607361,0.6250000596046448,0.8999999761581421,0.7941176295280457,0.84375
75,tRNA,0.3076923191547394,0.380952388048172,0.3404255509376526,0.4230769276618957,0.523809552192688,0.4680851399898529,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,0.9523809552192688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809552192688,0.9756097793579102,1.0,0.9523809552192688,0.9756097793579102
119,5S rRNA,0.1428571492433548,0.1714285761117935,0.1558441668748855,0.190476194024086,0.2285714298486709,0.2077922075986862,0.8648648858070374,0.9142857193946838,0.888888955116272,0.8918918967247009,0.9428571462631226,0.9166666865348816,0.7567567825317383,0.800000011920929,0.7777778506278992,0.7837837934494019,0.8285714387893677,0.8055555820465088,0.96875,0.8857142925262451,0.9253731369972228,0.96875,0.8857142925262451,0.9253731369972228,1.0,0.9714285731315612,0.9855071902275084,1.0,0.9714285731315612,0.9855071902275084
120,5S rRNA,0.2325581461191177,0.2777777910232544,0.2531645894050598,0.2325581461191177,0.2777777910232544,0.2531645894050598,0.5675675868988037,0.5833333134651184,0.5753425359725952,0.5675675868988037,0.5833333134651184,0.5753425359725952,0.7749999761581421,0.8611111044883728,0.8157894611358643,0.800000011920929,0.8888888955116272,0.8421052694320679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222089767456,0.98591548204422,1.0,0.9722222089767456,0.98591548204422
121,5S rRNA,0.1860465109348297,0.2352941185235977,0.2077922075986862,0.2093023210763931,0.2647058963775635,0.2337662428617477,0.2249999940395355,0.2647058963775635,0.2432432472705841,0.2249999940395355,0.2647058963775635,0.2432432472705841,0.2249999940395355,0.2647058963775635,0.2432432472705841,0.2249999940395355,0.2647058963775635,0.2432432472705841,0.9677419066429138,0.8823529481887817,0.9230769872665404,1.0,0.911764681339264,0.9538461565971376,1.0,0.970588207244873,0.9850746393203736,1.0,0.970588207244873,0.9850746393203736
120,5S rRNA,0.2093023210763931,0.25,0.2278481125831604,0.2093023210763931,0.25,0.2278481125831604,0.8857142925262451,0.8611111044883728,0.8732393980026245,0.8857142925262451,0.8611111044883728,0.8732393980026245,0.2857142984867096,0.2777777910232544,0.2816901803016662,0.2857142984867096,0.2777777910232544,0.2816901803016662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222089767456,0.98591548204422,1.0,0.9722222089767456,0.98591548204422
76,tRNA,0.2592592537403106,0.3499999940395355,0.2978723347187042,0.2592592537403106,0.3499999940395355,0.2978723347187042,0.47826087474823,0.550000011920929,0.5116279125213623,0.47826087474823,0.550000011920929,0.5116279125213623,0.47826087474823,0.550000011920929,0.5116279125213623,0.47826087474823,0.550000011920929,0.5116279125213623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949999988079071,0.9743589162826538,1.0,0.949999988079071,0.9743589162826538
118,5S rRNA,0.2093023210763931,0.2571428716182709,0.2307692170143127,0.2093023210763931,0.2571428716182709,0.2307692170143127,0.4857142865657806,0.4857142865657806,0.4857142865657806,0.4857142865657806,0.4857142865657806,0.4857142865657806,0.7948718070983887,0.8857142925262451,0.8378378748893738,0.7948718070983887,0.8857142925262451,0.8378378748893738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285731315612,0.9855071902275084,1.0,0.9714285731315612,0.9855071902275084
359,tmRNA,0.1145038157701492,0.147058829665184,0.1287553608417511,0.1297709941864013,0.1666666716337204,0.1459227353334427,0.4655172526836395,0.529411792755127,0.4954128265380859,0.5,0.5686274766921997,0.5321100950241089,0.3883495032787323,0.3921568691730499,0.3902438879013061,0.4271844625473022,0.4313725531101227,0.429268330335617,0.9569892287254332,0.8725489974021912,0.9128205180168152,0.9569892287254332,0.8725489974021912,0.9128205180168152,1.0,0.9607843160629272,0.9800000190734864,1.0,0.9607843160629272,0.9800000190734864
118,5S rRNA,0.190476194024086,0.2162162214517593,0.2025316506624221,0.190476194024086,0.2162162214517593,0.2025316506624221,0.8461538553237915,0.8918918967247009,0.8684210777282715,0.8717948794364929,0.9189189076423644,0.8947368264198303,0.9230769276618958,0.9729729890823364,0.9473683834075928,0.9230769276618958,0.9729729890823364,0.9473683834075928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9729729890823364,0.9863013625144958,1.0,0.9729729890823364,0.9863013625144958
434,telomerase,0.0,0.0,0.0,0.0,0.0,0.0,0.440559446811676,0.5887850522994995,0.5040000081062317,0.4755244851112366,0.6355140209197998,0.5440000295639038,0.468531459569931,0.6261682510375977,0.5359999537467957,0.4755244851112366,0.6355140209197998,0.5440000295639038,0.9058823585510254,0.7196261882781982,0.8020833134651184,0.9058823585510254,0.7196261882781982,0.8020833134651184,0.7575757503509521,0.4672897160053253,0.5780346989631653,0.7575757503509521,0.4672897160053253,0.5780346989631653
172,16S rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777910232544,0.7777777910232544,0.7777777314186096,0.8148148059844971,0.8148148059844971,0.8148148059844971,0.8545454740524292,0.8703703880310059,0.8623853325843811,0.9636363387107848,0.9814814925193788,0.9724770784378052,0.5428571701049805,0.3518518507480621,0.4269663095474243,0.6857143044471741,0.4444444477558136,0.5393258333206177,0.6800000071525574,0.314814805984497,0.4303797483444214,0.8399999737739563,0.3888888955116272,0.5316455364227295
425,tmRNA,0.1266666650772094,0.1570248007774353,0.1402214020490646,0.1266666650772094,0.1570248007774353,0.1402214020490646,0.3308270573616028,0.3636363744735718,0.3464567065238952,0.3308270573616028,0.3636363744735718,0.3464567065238952,0.6386554837226868,0.6280992031097412,0.6333333849906921,0.6470588445663452,0.6363636255264282,0.6416666507720947,0.969072163105011,0.7768595218658447,0.8623853921890259,0.9793814420700072,0.7851239442825317,0.8715596199035645,0.8962264060974121,0.7851239442825317,0.8370043635368347,0.9056603908538818,0.7933884263038635,0.8458150029182434
118,5S rRNA,0.170731708407402,0.21875,0.1917808204889297,0.170731708407402,0.21875,0.1917808204889297,0.3157894611358642,0.375,0.3428571224212646,0.3157894611358642,0.375,0.3428571224212646,0.6944444179534912,0.78125,0.7352941036224365,0.6944444179534912,0.78125,0.7352941036224365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,0.9841269850730896,1.0,0.96875,0.9841269850730896
442,16S rRNA,0.0448717959225177,0.0636363625526428,0.0526315793395042,0.0576923079788684,0.0818181782960891,0.0676691755652427,0.4557823240756988,0.6090909242630005,0.5214008092880249,0.5374149680137634,0.7181817889213562,0.6147859692573547,0.567375898361206,0.7272727489471436,0.6374502182006836,0.609929084777832,0.7818182110786438,0.6852589845657349,0.6896551847457886,0.5454545617103577,0.6091369986534119,0.7011494040489197,0.5545454621315002,0.6192893385887146,0.9479166865348816,0.8272727131843567,0.8834951519966125,1.0104166269302368,0.8818181753158569,0.941747546195984
119,5S rRNA,0.25,0.3125,0.2777777910232544,0.25,0.3125,0.2777777910232544,0.5675675868988037,0.65625,0.6086956858634949,0.5675675868988037,0.65625,0.6086956858634949,0.34375,0.34375,0.34375,0.34375,0.34375,0.34375,0.9696969985961914,1.0,0.9846153855323792,0.9696969985961914,1.0,0.9846153855323792,1.0,0.96875,0.9841269850730896,1.0,0.96875,0.9841269850730896
